Filename,Buggy/Deleted,Fixed/Added
"Calculator.java
",-            @Override,+            repaintFont();
"Calculator.java
",-            public void actionPerformed(ActionEvent e) {,+            if (addWrite) {
"Calculator.java
",-                if (addWrite) {,
,,---------------------------------------------------
"Calculator.java
",-                } else {,+            } else {
"Calculator.java
","-                    inText.setText(""0."");","+                inText.setText(""0."");"
"Calculator.java
",-                    addWrite = true;,+                addWrite = true;
"Calculator.java
",-                },
"Calculator.java
",-                go = true;,
,,---------------------------------------------------
,,+            go = true;
"Calculator.java
",-        btn0.addActionListener(new ActionListener() {,+        btn0.addActionListener(event -> {
"Calculator.java
",-            @Override,+            repaintFont();
"Calculator.java
",-            public void actionPerformed(ActionEvent e) {,+            if (addWrite) {
"Calculator.java
",-                if (addWrite) {,"+                if (Pattern.matches(""[0]*"", inText.getText())) {"
"Calculator.java
","-                    if(Pattern.matches(""[0]*"", inText.getText())){",
"Calculator.java
","-                        inText.setText(""0"");",
"Calculator.java
",-                    } else {,
"Calculator.java
","-                        inText.setText(inText.getText() + ""0"");",
"Calculator.java
",-                    },
"Calculator.java
",-                } else {,
,,---------------------------------------------------
"Calculator.java
",-                    addWrite = true;,+                } else {
file_name,,"+                    inText.setText(inText.getText() + ""0"");"
,,---------------------------------------------------
"Calculator.java
",-                go = true;,+            } else {
file_name,,"+                inText.setText(""0"");"
file_name,,+                addWrite = true;
,,---------------------------------------------------
,,+            go = true;
"Calculator.java
",-        btnEqual.addActionListener(new ActionListener() {,+        btnEqual.addActionListener(event -> {
"Calculator.java
",-            @Override,"+            if (Pattern.matches(""([-]?\\d+[.]\\d*)|(\\d+)"", inText.getText()))"
"Calculator.java
",-            public void actionPerformed(ActionEvent e) {,+                if (go) {
"Calculator.java
","-                if (Pattern.matches(""([-]?\\d+[.]\\d*)|(\\d+)"", inText.getText()))","+                    val = calc(val, inText.getText(), opt);"
"Calculator.java
",-                    if (go) {,"+                    if (Pattern.matches(""[-]?[\\d]+[.][0]*"", String.valueOf(val))) {"
"Calculator.java
","-                        val = calc(val, inText.getText(),opt);",+                        inText.setText(String.valueOf((int) val));
"Calculator.java
","-                        if ( Pattern.matches(""[-]?[\\d]+[.][0]*"", String.valueOf(val)) ) {",+                    } else {
"Calculator.java
",-                            inText.setText(String.valueOf((int)val));,+                        inText.setText(String.valueOf(val));
"Calculator.java
",-                        } else {,
"Calculator.java
",-                            inText.setText(String.valueOf(val));,
"Calculator.java
",-                        },
"Calculator.java
",-                        opt = '=';,
"Calculator.java
",-                        addWrite = false;,
,,---------------------------------------------------
"Calculator.java
",-            },+                    opt = '=';
file_name,,+                    addWrite = false;
file_name,,+                }
,,---------------------------------------------------
"Calculator.java
",-        window.setDefaultCloseOperation(JFrame.EXIT_ON_CLOSE); // If Click into The Red Button => End The Processus,+        window.setDefaultCloseOperation(JFrame.EXIT_ON_CLOSE); // If Click into The Red Button => End The Processus
,,---------------------------------------------------
"Calculator.java
",-,+
"Calculator.java
","-    static double calc(double x, String input, char opt) {","+    private double calc(double x, String input, char opt) {"
file_name,,+        inText.setFont(inText.getFont().deriveFont(Font.BOLD));
,,---------------------------------------------------
"Calculator.java
",-        switch(opt) {,+        if (opt == '+') {
"Calculator.java
",-            case '+': return x + y;,+            return x + y;
"Calculator.java
",-            case '-': return x - y;,+        } else if (opt == '-') {
"Calculator.java
",-            case '*': return x * y;,+            return x - y;
"Calculator.java
",-            case '/': return x / y;,+        } else if (opt == '*') {
"Calculator.java
",-            case '%': return x % y;,+            return x * y;
"Calculator.java
",-            default: return y;,+        } else if (opt == '/') {
file_name,,+            return x / y;
file_name,,+        } else if (opt == '%') {
file_name,,+            return x % y;
,,---------------------------------------------------
,,+        inText.setFont(inText.getFont().deriveFont(Font.PLAIN));
,,+        return y;
"Calculator.java
",-,+
"Calculator.java
",-    public void themeColor() {,+    private void repaintFont() {
file_name,,+        inText.setFont(inText.getFont().deriveFont(Font.PLAIN));
file_name,,+    }
file_name,,+
file_name,,+    private void themeColor() {
,,---------------------------------------------------
"Calculator.java
",-,"+            choixColor.setText(""Toggle colors"");"
file_name,,+            choixColor.setBackground(Color.GREEN.darker());
file_name,,+            choixColor.setForeground(Color.WHITE);
,,---------------------------------------------------
,,"+            choixColor.setText(""Untoggle colors"");"
,,+            choixColor.setBackground(null);
,,+            choixColor.setForeground(Color.BLACK);
Commit_ID: bc1b1fd12094de82cf652bd64a871bd1271d4dcd,End of commit,End of commit
"README.md
",-### Requirements,
"README.md
",-* Java version 8 or higher.,
"README.md
",-,
"README.md
",-### Installation,+### Requirements 🔧
file_name,,+* Java version 8 or higher.
file_name,,+
file_name,,+### Installation 🔌
,,---------------------------------------------------
Commit_ID: b7b928846e471172489952929dc3a550cfada7b4,End of commit,End of commit
"README.md
","-This application created with Java Swing,",+Very basic calculator application created by Java **Swing**.
"README.md
",-## The images below is a preview of the application,+
"README.md
",-### Without Color,+[![License MIT](https://img.shields.io/badge/license-MIT-blue.svg)](LICENSE)
"README.md
",-![calc](https://user-images.githubusercontent.com/24855117/35707512-4d8db146-07aa-11e8-873d-b959e89ba1fc.JPG),+
"README.md
",-### With Color,+### Requirements
"README.md
",-![calc2](https://user-images.githubusercontent.com/24855117/35707545-69bb5670-07aa-11e8-91f8-56036edd1851.JPG),+* Java version 8 or higher.
file_name,,+
file_name,,+### Screenshoot
file_name,,+Sample           |   Colored
file_name,,+![Calculator - screenshoots](screenshots/sample_calculator.jpg) | ![Calculator - screenshoots](screenshots/colored_calculator.jpg)
file_name,,+
file_name,,+### Installation
file_name,,+1. Press the **Fork** button (top right the page) to save copy of this project on your account.
file_name,,+
file_name,,+2. Download the repository files (project) from the download section or clone this project by typing in the bash the following command:
file_name,,+
file_name,,+       git clone https://github.com/HouariZegai/Calculator.git
file_name,,+3. Imported it in Intellij IDEA.
file_name,,+4. Run the application :D
file_name,,+
file_name,,+### Contributing 💡
file_name,,"+If you want to contribute to this project and make it better with new ideas, your pull request is very welcomed."
file_name,,"+If you find any issue just put it in the repository issue section, thank you."
,,---------------------------------------------------
Commit_ID: 5bd8f8624410ed5d7a1d18789c5c858e15fd5956,End of commit,End of commit
Commit_ID: ffa6ed40d31186abe436af2477e897b9ecf9090e,End of commit,End of commit
,,+# Intellij
,,+.idea
,,+out
,,+*.iml
"misc.xml
","-<?xml version=""1.0"" encoding=""UTF-8""?>",
"misc.xml
","-<project version=""4"">",
"misc.xml
","-  <component name=""ProjectRootManager"" version=""2"" languageLevel=""JDK_1_8"" project-jdk-name=""1.8"" project-jdk-type=""JavaSDK"">",
"misc.xml
","-    <output url=""file://$PROJECT_DIR$/out"" />",
"misc.xml
",-  </component>,
"misc.xml
",-</project>,
"modules.xml
","-<?xml version=""1.0"" encoding=""UTF-8""?>",
"modules.xml
","-<project version=""4"">",
"modules.xml
","-  <component name=""ProjectModuleManager"">",
"modules.xml
",-    <modules>,
"modules.xml
","-      <module fileurl=""file://$PROJECT_DIR$/Calculator.iml"" filepath=""$PROJECT_DIR$/Calculator.iml"" />",
"modules.xml
",-    </modules>,
"modules.xml
",-  </component>,
"modules.xml
",-</project>,
"vcs.xml
","-<?xml version=""1.0"" encoding=""UTF-8""?>",
"vcs.xml
","-<project version=""4"">",
"vcs.xml
","-  <component name=""VcsDirectoryMappings"">",
"vcs.xml
","-    <mapping directory="""" vcs=""Git"" />",
"vcs.xml
",-  </component>,
"vcs.xml
",-</project>,
"workspace.xml
","-<?xml version=""1.0"" encoding=""UTF-8""?>",
"workspace.xml
","-<project version=""4"">",
"workspace.xml
","-  <component name=""ProjectFrameBounds"" extendedState=""6"">",
"workspace.xml
","-    <option name=""x"" value=""292"" />",
"workspace.xml
","-    <option name=""y"" value=""33"" />",
"workspace.xml
","-    <option name=""width"" value=""1386"" />",
"workspace.xml
","-    <option name=""height"" value=""788"" />",
"workspace.xml
",-  </component>,
"workspace.xml
","-  <component name=""PropertiesComponent"">",
"workspace.xml
","-    <property name=""WebServerToolWindowFactoryState"" value=""false"" />",
"workspace.xml
","-    <property name=""aspect.path.notification.shown"" value=""true"" />",
"workspace.xml
","-    <property name=""nodejs_interpreter_path.stuck_in_default_project"" value=""undefined stuck path"" />",
"workspace.xml
","-    <property name=""nodejs_npm_path_reset_for_default_project"" value=""true"" />",
"workspace.xml
","-    <property name=""project.structure.last.edited"" value=""Modules"" />",
"workspace.xml
","-    <property name=""project.structure.proportion"" value=""0.0"" />",
"workspace.xml
","-    <property name=""project.structure.side.proportion"" value=""0.0"" />",
"workspace.xml
",-  </component>,
"workspace.xml
","-  <component name=""RunManager"">",
"workspace.xml
","-    <configuration name=""Calculator"" type=""Application"" factoryName=""Application"" temporary=""true"" nameIsGenerated=""true"">",
"workspace.xml
","-      <option name=""MAIN_CLASS_NAME"" value=""com.houarizegai.calculator.Calculator"" />",
"workspace.xml
","-      <module name=""Calculator"" />",
"workspace.xml
","-      <extension name=""coverage"">",
"workspace.xml
",-        <pattern>,
"workspace.xml
","-          <option name=""PATTERN"" value=""com.houarizegai.calculator.*"" />",
"workspace.xml
","-          <option name=""ENABLED"" value=""true"" />",
"workspace.xml
",-        </pattern>,
"workspace.xml
",-      </extension>,
"workspace.xml
","-      <method v=""2"">",
"workspace.xml
","-        <option name=""Make"" enabled=""true"" />",
"workspace.xml
",-      </method>,
"workspace.xml
",-    </configuration>,
"workspace.xml
",-    <recent_temporary>,
"workspace.xml
",-      <list>,
"workspace.xml
","-        <item itemvalue=""Application.Calculator"" />",
"workspace.xml
",-      </list>,
"workspace.xml
",-    </recent_temporary>,
"workspace.xml
",-  </component>,
"workspace.xml
","-  <component name=""masterDetails"">",
"workspace.xml
",-    <states>,
"workspace.xml
","-      <state key=""ProjectJDKs.UI"">",
"workspace.xml
",-        <settings>,
"workspace.xml
",-          <last-edited>1.8</last-edited>,
"workspace.xml
",-          <splitter-proportions>,
"workspace.xml
","-            <option name=""proportions"">",
"workspace.xml
",-              <list>,
"workspace.xml
","-                <option value=""0.2"" />",
"workspace.xml
",-              </list>,
"workspace.xml
",-            </option>,
"workspace.xml
",-          </splitter-proportions>,
"workspace.xml
",-        </settings>,
"workspace.xml
",-      </state>,
"workspace.xml
",-    </states>,
"workspace.xml
",-  </component>,
"workspace.xml
",-</project>,
"Calculator.iml
","-<?xml version=""1.0"" encoding=""UTF-8""?>",
"Calculator.iml
","-<module type=""JAVA_MODULE"" version=""4"">",
"Calculator.iml
","-  <component name=""NewModuleRootManager"" inherit-compiler-output=""true"">",
"Calculator.iml
",-    <exclude-output />,
"Calculator.iml
","-    <content url=""file://$MODULE_DIR$"">",
"Calculator.iml
","-      <sourceFolder url=""file://$MODULE_DIR$/src"" isTestSource=""false"" />",
"Calculator.iml
",-    </content>,
"Calculator.iml
","-    <orderEntry type=""inheritedJdk"" />",
"Calculator.iml
","-    <orderEntry type=""sourceFolder"" forTests=""false"" />",
"Calculator.iml
",-  </component>,
"Calculator.iml
",-</module>,
Commit_ID: 76082a2ab3962c9a82026360e2c630cd45caa305,End of commit,End of commit
,,"+<?xml version=""1.0"" encoding=""UTF-8""?>"
,,"+<project version=""4"">"
,,"+  <component name=""ProjectRootManager"" version=""2"" languageLevel=""JDK_1_8"" project-jdk-name=""1.8"" project-jdk-type=""JavaSDK"">"
,,"+    <output url=""file://$PROJECT_DIR$/out"" />"
,,+  </component>
,,+</project>
,,"+<?xml version=""1.0"" encoding=""UTF-8""?>"
,,"+<project version=""4"">"
,,"+  <component name=""ProjectModuleManager"">"
,,+    <modules>
,,"+      <module fileurl=""file://$PROJECT_DIR$/Calculator.iml"" filepath=""$PROJECT_DIR$/Calculator.iml"" />"
,,+    </modules>
,,+  </component>
,,+</project>
,,"+<?xml version=""1.0"" encoding=""UTF-8""?>"
,,"+<project version=""4"">"
,,"+  <component name=""VcsDirectoryMappings"">"
,,"+    <mapping directory="""" vcs=""Git"" />"
,,+  </component>
,,+</project>
,,"+<?xml version=""1.0"" encoding=""UTF-8""?>"
,,"+<project version=""4"">"
,,"+  <component name=""ProjectFrameBounds"" extendedState=""6"">"
,,"+    <option name=""x"" value=""292"" />"
,,"+    <option name=""y"" value=""33"" />"
,,"+    <option name=""width"" value=""1386"" />"
,,"+    <option name=""height"" value=""788"" />"
,,+  </component>
,,"+  <component name=""PropertiesComponent"">"
,,"+    <property name=""WebServerToolWindowFactoryState"" value=""false"" />"
,,"+    <property name=""aspect.path.notification.shown"" value=""true"" />"
,,"+    <property name=""nodejs_interpreter_path.stuck_in_default_project"" value=""undefined stuck path"" />"
,,"+    <property name=""nodejs_npm_path_reset_for_default_project"" value=""true"" />"
,,"+    <property name=""project.structure.last.edited"" value=""Modules"" />"
,,"+    <property name=""project.structure.proportion"" value=""0.0"" />"
,,"+    <property name=""project.structure.side.proportion"" value=""0.0"" />"
,,+  </component>
,,"+  <component name=""RunManager"">"
,,"+    <configuration name=""Calculator"" type=""Application"" factoryName=""Application"" temporary=""true"" nameIsGenerated=""true"">"
,,"+      <option name=""MAIN_CLASS_NAME"" value=""com.houarizegai.calculator.Calculator"" />"
,,"+      <module name=""Calculator"" />"
,,"+      <extension name=""coverage"">"
,,+        <pattern>
,,"+          <option name=""PATTERN"" value=""com.houarizegai.calculator.*"" />"
,,"+          <option name=""ENABLED"" value=""true"" />"
,,+        </pattern>
,,+      </extension>
,,"+      <method v=""2"">"
,,"+        <option name=""Make"" enabled=""true"" />"
,,+      </method>
,,+    </configuration>
,,+    <recent_temporary>
,,+      <list>
,,"+        <item itemvalue=""Application.Calculator"" />"
,,+      </list>
,,+    </recent_temporary>
,,+  </component>
,,"+  <component name=""masterDetails"">"
,,+    <states>
,,"+      <state key=""ProjectJDKs.UI"">"
,,+        <settings>
,,+          <last-edited>1.8</last-edited>
,,+          <splitter-proportions>
,,"+            <option name=""proportions"">"
,,+              <list>
,,"+                <option value=""0.2"" />"
,,+              </list>
,,+            </option>
,,+          </splitter-proportions>
,,+        </settings>
,,+      </state>
,,+    </states>
,,+  </component>
,,+</project>
,,"+<?xml version=""1.0"" encoding=""UTF-8""?>"
,,"+<module type=""JAVA_MODULE"" version=""4"">"
,,"+  <component name=""NewModuleRootManager"" inherit-compiler-output=""true"">"
,,+    <exclude-output />
,,"+    <content url=""file://$MODULE_DIR$"">"
,,"+      <sourceFolder url=""file://$MODULE_DIR$/src"" isTestSource=""false"" />"
,,+    </content>
,,"+    <orderEntry type=""inheritedJdk"" />"
,,"+    <orderEntry type=""sourceFolder"" forTests=""false"" />"
,,+  </component>
,,+</module>
"build.xml
","-<?xml version=""1.0"" encoding=""UTF-8""?>",
"build.xml
",-<!-- You may freely edit this file. See commented blocks below for -->,
"build.xml
",-<!-- some examples of how to customize the build. -->,
"build.xml
",-<!-- (If you delete it and reopen the project it will be recreated.) -->,
"build.xml
","-<!-- By default, only the Clean and Build commands use this build script. -->",
"build.xml
","-<!-- Commands such as Run, Debug, and Test only use this build script if -->",
"build.xml
",-<!-- the Compile on Save feature is turned off for the project. -->,
"build.xml
",-<!-- You can turn off the Compile on Save (or Deploy on Save) setting -->,
"build.xml
",-<!-- in the project's Project Properties dialog box.-->,
"build.xml
","-<project name=""Calculator"" default=""default"" basedir=""."">",
"build.xml
","-    <description>Builds, tests, and runs the project Calculator.</description>",
"build.xml
","-    <import file=""nbproject/build-impl.xml""/>",
"build.xml
",-    <!--,
"build.xml
",-,
"build.xml
",-    There exist several targets which are by default empty and which can be,
"build.xml
",-    used for execution of your tasks. These targets are usually executed,
"build.xml
",-    before and after some main targets. They are:,
"build.xml
",-,
"build.xml
",-      -pre-init:                 called before initialization of project properties,
"build.xml
",-      -post-init:                called after initialization of project properties,
"build.xml
",-      -pre-compile:              called before javac compilation,
"build.xml
",-      -post-compile:             called after javac compilation,
"build.xml
",-      -pre-compile-single:       called before javac compilation of single file,
"build.xml
",-      -post-compile-single:      called after javac compilation of single file,
"build.xml
",-      -pre-compile-test:         called before javac compilation of JUnit tests,
"build.xml
",-      -post-compile-test:        called after javac compilation of JUnit tests,
"build.xml
",-      -pre-compile-test-single:  called before javac compilation of single JUnit test,
"build.xml
",-      -post-compile-test-single: called after javac compilation of single JUunit test,
"build.xml
",-      -pre-jar:                  called before JAR building,
"build.xml
",-      -post-jar:                 called after JAR building,
"build.xml
",-      -post-clean:               called after cleaning build products,
"build.xml
",-,
"build.xml
",-    (Targets beginning with '-' are not intended to be called on their own.),
"build.xml
",-,
"build.xml
",-    Example of inserting an obfuscator after compilation could look like this:,
"build.xml
",-,
"build.xml
","-        <target name=""-post-compile"">",
"build.xml
",-            <obfuscate>,
"build.xml
","-                <fileset dir=""${build.classes.dir}""/>",
"build.xml
",-            </obfuscate>,
"build.xml
",-        </target>,
"build.xml
",-,
"build.xml
",-    For list of available properties check the imported,
"build.xml
",-    nbproject/build-impl.xml file.,
"build.xml
",-,
"build.xml
",-,
"build.xml
",-    Another way to customize the build is by overriding existing main targets.,
"build.xml
",-    The targets of interest are:,
"build.xml
",-,
"build.xml
",-      -init-macrodef-javac:     defines macro for javac compilation,
"build.xml
",-      -init-macrodef-junit:     defines macro for junit execution,
"build.xml
",-      -init-macrodef-debug:     defines macro for class debugging,
"build.xml
",-      -init-macrodef-java:      defines macro for class execution,
"build.xml
",-      -do-jar:                  JAR building,
"build.xml
",-      run:                      execution of project,
"build.xml
",-      -javadoc-build:           Javadoc generation,
"build.xml
",-      test-report:              JUnit report generation,
"build.xml
",-,
"build.xml
",-    An example of overriding the target for project execution could look like this:,
"build.xml
",-,
"build.xml
","-        <target name=""run"" depends=""Calculator-impl.jar"">",
"build.xml
","-            <exec dir=""bin"" executable=""launcher.exe"">",
"build.xml
","-                <arg file=""${dist.jar}""/>",
"build.xml
",-            </exec>,
"build.xml
",-        </target>,
"build.xml
",-,
"build.xml
",-    Notice that the overridden target depends on the jar target and not only on,
"build.xml
","-    the compile target as the regular run target does. Again, for a list of available",
"build.xml
","-    properties which you can use, check the target you are overriding in the",
"build.xml
",-    nbproject/build-impl.xml file.,
"build.xml
",-,
"build.xml
",-    -->,
"build.xml
",-</project>,
"Calculator.rs
",-Calculator.Calculator,
"Calculator.rs
",-Calculator.Calculator$4,
"Calculator.rs
",-Calculator.Calculator$5,
"Calculator.rs
",-Calculator.Calculator$2,
"Calculator.rs
",-Calculator.Calculator$3,
"Calculator.rs
",-Calculator.Calculator$1,
"Calculator.rs
",-Calculator.Calculator$17,
"Calculator.rs
",-Calculator.Calculator$18,
"Calculator.rs
",-Calculator.Calculator$19,
"Calculator.rs
",-Calculator.Calculator$8,
"Calculator.rs
",-Calculator.Calculator$13,
"Calculator.rs
",-Calculator.Calculator$9,
"Calculator.rs
",-Calculator.Calculator$14,
"Calculator.rs
",-Calculator.Calculator$6,
"Calculator.rs
",-Calculator.Calculator$15,
"Calculator.rs
",-Calculator.Calculator$7,
"Calculator.rs
",-Calculator.Calculator$16,
"Calculator.rs
",-Calculator.Calculator$20,
"Calculator.rs
",-Calculator.Calculator$10,
"Calculator.rs
",-Calculator.Calculator$11,
"Calculator.rs
",-Calculator.Calculator$12,
"manifest.mf
",-Manifest-Version: 1.0,
"manifest.mf
",-X-COMMENT: Main-Class will be added automatically by build,
"manifest.mf
",-,
"build-impl.xml
","-<?xml version=""1.0"" encoding=""UTF-8""?>",
"build-impl.xml
",-<!--,
"build-impl.xml
",-*** GENERATED FROM project.xml - DO NOT EDIT  ***,
"build-impl.xml
",-***         EDIT ../build.xml INSTEAD         ***,
"build-impl.xml
",-,
"build-impl.xml
",-For the purpose of easier reading the script,
"build-impl.xml
",-is divided into following sections:,
"build-impl.xml
",-,
"build-impl.xml
",-  - initialization,
"build-impl.xml
",-  - compilation,
"build-impl.xml
",-  - jar,
"build-impl.xml
",-  - execution,
"build-impl.xml
",-  - debugging,
"build-impl.xml
",-  - javadoc,
"build-impl.xml
",-  - test compilation,
"build-impl.xml
",-  - test execution,
"build-impl.xml
",-  - test debugging,
"build-impl.xml
",-  - applet,
"build-impl.xml
",-  - cleanup,
"build-impl.xml
",-,
"build-impl.xml
",-        -->,
"build-impl.xml
","-<project xmlns:j2seproject1=""http://www.netbeans.org/ns/j2se-project/1"" xmlns:j2seproject3=""http://www.netbeans.org/ns/j2se-project/3"" xmlns:jaxrpc=""http://www.netbeans.org/ns/j2se-project/jax-rpc"" basedir="".."" default=""default"" name=""Calculator-impl"">",
"build-impl.xml
","-    <fail message=""Please build using Ant 1.8.0 or higher."">",
"build-impl.xml
",-        <condition>,
"build-impl.xml
",-            <not>,
"build-impl.xml
","-                <antversion atleast=""1.8.0""/>",
"build-impl.xml
",-            </not>,
"build-impl.xml
",-        </condition>,
"build-impl.xml
",-    </fail>,
"build-impl.xml
","-    <target depends=""test,jar,javadoc"" description=""Build and test whole project."" name=""default""/>",
"build-impl.xml
",-    <!--,
"build-impl.xml
",-                ======================,
"build-impl.xml
",-                INITIALIZATION SECTION,
"build-impl.xml
",-                ======================,
"build-impl.xml
",-            -->,
"build-impl.xml
","-    <target name=""-pre-init"">",
"build-impl.xml
",-        <!-- Empty placeholder for easier customization. -->,
"build-impl.xml
",-        <!-- You can override this target in the ../build.xml file. -->,
"build-impl.xml
",-    </target>,
"build-impl.xml
","-    <target depends=""-pre-init"" name=""-init-private"">",
"build-impl.xml
","-        <property file=""nbproject/private/config.properties""/>",
"build-impl.xml
","-        <property file=""nbproject/private/configs/${config}.properties""/>",
"build-impl.xml
","-        <property file=""nbproject/private/private.properties""/>",
"build-impl.xml
",-    </target>,
"build-impl.xml
","-    <target depends=""-pre-init,-init-private"" name=""-init-user"">",
"build-impl.xml
","-        <property file=""${user.properties.file}""/>",
"build-impl.xml
",-        <!-- The two properties below are usually overridden -->,
"build-impl.xml
",-        <!-- by the active platform. Just a fallback. -->,
"build-impl.xml
","-        <property name=""default.javac.source"" value=""1.6""/>",
"build-impl.xml
","-        <property name=""default.javac.target"" value=""1.6""/>",
"build-impl.xml
",-    </target>,
"build-impl.xml
","-    <target depends=""-pre-init,-init-private,-init-user"" name=""-init-project"">",
"build-impl.xml
","-        <property file=""nbproject/configs/${config}.properties""/>",
"build-impl.xml
","-        <property file=""nbproject/project.properties""/>",
"build-impl.xml
",-    </target>,
"build-impl.xml
","-    <target depends=""-pre-init,-init-private,-init-user,-init-project,-init-macrodef-property"" name=""-do-init"">",
"build-impl.xml
","-        <property name=""platform.java"" value=""${java.home}/bin/java""/>",
"build-impl.xml
","-        <available file=""${manifest.file}"" property=""manifest.available""/>",
"build-impl.xml
","-        <condition property=""splashscreen.available"">",
"build-impl.xml
",-            <and>,
"build-impl.xml
",-                <not>,
"build-impl.xml
","-                    <equals arg1=""${application.splash}"" arg2="""" trim=""true""/>",
"build-impl.xml
",-                </not>,
"build-impl.xml
","-                <available file=""${application.splash}""/>",
"build-impl.xml
",-            </and>,
"build-impl.xml
",-        </condition>,
"build-impl.xml
","-        <condition property=""main.class.available"">",
"build-impl.xml
",-            <and>,
"build-impl.xml
","-                <isset property=""main.class""/>",
"build-impl.xml
",-                <not>,
"build-impl.xml
","-                    <equals arg1=""${main.class}"" arg2="""" trim=""true""/>",
"build-impl.xml
",-                </not>,
"build-impl.xml
",-            </and>,
"build-impl.xml
",-        </condition>,
"build-impl.xml
","-        <condition property=""profile.available"">",
"build-impl.xml
",-            <and>,
"build-impl.xml
","-                <isset property=""javac.profile""/>",
"build-impl.xml
","-                <length length=""0"" string=""${javac.profile}"" when=""greater""/>",
"build-impl.xml
","-                <matches pattern=""((1\.[89])|9)(\..*)?"" string=""${javac.source}""/>",
"build-impl.xml
",-            </and>,
"build-impl.xml
",-        </condition>,
"build-impl.xml
","-        <condition property=""do.archive"">",
"build-impl.xml
",-            <or>,
"build-impl.xml
",-                <not>,
"build-impl.xml
","-                    <istrue value=""${jar.archive.disabled}""/>",
"build-impl.xml
",-                </not>,
"build-impl.xml
","-                <istrue value=""${not.archive.disabled}""/>",
"build-impl.xml
",-            </or>,
"build-impl.xml
",-        </condition>,
"build-impl.xml
","-        <condition property=""do.mkdist"">",
"build-impl.xml
",-            <and>,
"build-impl.xml
","-                <isset property=""do.archive""/>",
"build-impl.xml
","-                <isset property=""libs.CopyLibs.classpath""/>",
"build-impl.xml
",-                <not>,
"build-impl.xml
","-                    <istrue value=""${mkdist.disabled}""/>",
"build-impl.xml
",-                </not>,
"build-impl.xml
",-            </and>,
"build-impl.xml
",-        </condition>,
"build-impl.xml
","-        <condition property=""do.archive+manifest.available"">",
"build-impl.xml
",-            <and>,
"build-impl.xml
","-                <isset property=""manifest.available""/>",
"build-impl.xml
","-                <istrue value=""${do.archive}""/>",
"build-impl.xml
",-            </and>,
"build-impl.xml
",-        </condition>,
"build-impl.xml
","-        <condition property=""do.archive+main.class.available"">",
"build-impl.xml
",-            <and>,
"build-impl.xml
","-                <isset property=""main.class.available""/>",
"build-impl.xml
","-                <istrue value=""${do.archive}""/>",
"build-impl.xml
",-            </and>,
"build-impl.xml
",-        </condition>,
"build-impl.xml
","-        <condition property=""do.archive+splashscreen.available"">",
"build-impl.xml
",-            <and>,
"build-impl.xml
","-                <isset property=""splashscreen.available""/>",
"build-impl.xml
","-                <istrue value=""${do.archive}""/>",
"build-impl.xml
",-            </and>,
"build-impl.xml
",-        </condition>,
"build-impl.xml
","-        <condition property=""do.archive+profile.available"">",
"build-impl.xml
",-            <and>,
"build-impl.xml
","-                <isset property=""profile.available""/>",
"build-impl.xml
","-                <istrue value=""${do.archive}""/>",
"build-impl.xml
",-            </and>,
"build-impl.xml
",-        </condition>,
"build-impl.xml
","-        <condition property=""have.tests"">",
"build-impl.xml
",-            <or>,
"build-impl.xml
","-                <available file=""${test.src.dir}""/>",
"build-impl.xml
",-            </or>,
"build-impl.xml
",-        </condition>,
"build-impl.xml
","-        <condition property=""have.sources"">",
"build-impl.xml
",-            <or>,
"build-impl.xml
","-                <available file=""${src.dir}""/>",
"build-impl.xml
",-            </or>,
"build-impl.xml
",-        </condition>,
"build-impl.xml
","-        <condition property=""netbeans.home+have.tests"">",
"build-impl.xml
",-            <and>,
"build-impl.xml
","-                <isset property=""netbeans.home""/>",
"build-impl.xml
","-                <isset property=""have.tests""/>",
"build-impl.xml
",-            </and>,
"build-impl.xml
",-        </condition>,
"build-impl.xml
","-        <condition property=""no.javadoc.preview"">",
"build-impl.xml
",-            <and>,
"build-impl.xml
","-                <isset property=""javadoc.preview""/>",
"build-impl.xml
","-                <isfalse value=""${javadoc.preview}""/>",
"build-impl.xml
",-            </and>,
"build-impl.xml
",-        </condition>,
"build-impl.xml
","-        <property name=""run.jvmargs"" value=""""/>",
"build-impl.xml
","-        <property name=""run.jvmargs.ide"" value=""""/>",
"build-impl.xml
","-        <property name=""javac.compilerargs"" value=""""/>",
"build-impl.xml
","-        <property name=""work.dir"" value=""${basedir}""/>",
"build-impl.xml
","-        <condition property=""no.deps"">",
"build-impl.xml
",-            <and>,
"build-impl.xml
","-                <istrue value=""${no.dependencies}""/>",
"build-impl.xml
",-            </and>,
"build-impl.xml
",-        </condition>,
"build-impl.xml
","-        <property name=""javac.debug"" value=""true""/>",
"build-impl.xml
","-        <property name=""javadoc.preview"" value=""true""/>",
"build-impl.xml
","-        <property name=""application.args"" value=""""/>",
"build-impl.xml
","-        <property name=""source.encoding"" value=""${file.encoding}""/>",
"build-impl.xml
","-        <property name=""runtime.encoding"" value=""${source.encoding}""/>",
"build-impl.xml
","-        <property name=""manifest.encoding"" value=""${source.encoding}""/>",
"build-impl.xml
","-        <condition property=""javadoc.encoding.used"" value=""${javadoc.encoding}"">",
"build-impl.xml
",-            <and>,
"build-impl.xml
","-                <isset property=""javadoc.encoding""/>",
"build-impl.xml
",-                <not>,
"build-impl.xml
","-                    <equals arg1=""${javadoc.encoding}"" arg2=""""/>",
"build-impl.xml
",-                </not>,
"build-impl.xml
",-            </and>,
