Filename,Buggy/Deleted,Fixed/Added
Benchmark.java,imBsi = mBsi.toImmutableBitSliceIndex();,if (mBsi != null ) imBsi = mBsi.toImmutableBitSliceIndex();
FastAggregation.java,newc = newc.ixor(x.getContainer());,if (newc != null ) newc = newc.ixor(x.getContainer());
IntIteratorFlyweight.java,IntIteratorFlyweight x = (IntIteratorFlyweight) super.clone();,if (super != null ) IntIteratorFlyweight x = (IntIteratorFlyweight) super.clone();
IntIteratorFlyweight.java,x.iter = this.iter.clone();,if (this != null ) x.iter = this.iter.clone();
ReverseIntIteratorFlyweight.java,ReverseIntIteratorFlyweight x = (ReverseIntIteratorFlyweight) super.clone();,if (super != null ) ReverseIntIteratorFlyweight x = (ReverseIntIteratorFlyweight) super.clone();
ReverseIntIteratorFlyweight.java,x.iter = this.iter.clone();,if (this != null ) x.iter = this.iter.clone();
RoaringArray.java,sa = (RoaringArray) super.clone();,if (super != null ) sa = (RoaringArray) super.clone();
RoaringArray.java,count += values[k].getArraySizeInBytes();,if (values[k] != null ) count += values[k].getArraySizeInBytes();
RoaringArray.java,final int cookie = Integer.reverseBytes(in.readInt());,if (Integer != null ) final int cookie = Integer.reverseBytes(in.readInt());
RoaringArray.java,keys[k] = Short.reverseBytes(in.readShort());,if (Short != null ) keys[k] = Short.reverseBytes(in.readShort());
RoaringArray.java,bitmapArray[l] = Long.reverseBytes(in.readLong());,if (Long != null ) bitmapArray[l] = Long.reverseBytes(in.readLong());
RoaringArray.java,lengthsAndValues[j] = Short.reverseBytes(in.readShort());,if (Short != null ) lengthsAndValues[j] = Short.reverseBytes(in.readShort());
RoaringArray.java,shortArray[l] = Short.reverseBytes(in.readShort());,if (Short != null ) shortArray[l] = Short.reverseBytes(in.readShort());
RoaringBitmap.java,MappeableContainerPointer cp = rb.getContainerPointer();,if (rb != null ) MappeableContainerPointer cp = rb.getContainerPointer();
RoaringBitmap.java,final RoaringBitmap x = (RoaringBitmap) super.clone();,if (super != null ) final RoaringBitmap x = (RoaringBitmap) super.clone();
RoaringBitmap.java,x.highLowContainer = highLowContainer.clone();,if (highLowContainer != null ) x.highLowContainer = highLowContainer.clone();
RoaringBitmap.java,final IntIterator i = this.getIntIterator();,if (this != null ) final IntIterator i = this.getIntIterator();
RoaringBitmap.java,RoaringIntIterator x = (RoaringIntIterator) super.clone();,if (super != null ) RoaringIntIterator x = (RoaringIntIterator) super.clone();
RoaringBitmap.java,x.iter =  this.iter.clone();,if (this != null ) x.iter =  this.iter.clone();
RoaringBitmap.java,RoaringReverseIntIterator clone = (RoaringReverseIntIterator) super.clone();,if (super != null ) RoaringReverseIntIterator clone = (RoaringReverseIntIterator) super.clone();
RoaringBitmap.java,clone.iter =  this.iter.clone();,if (this != null ) clone.iter =  this.iter.clone();
RunContainer.java,this.nbrruns = bc.numberOfRuns();,if (bc != null ) this.nbrruns = bc.numberOfRuns();
RunContainer.java,this.valueslength = bc.toShortArray();,if (bc != null ) this.valueslength = bc.toShortArray();
RunContainer.java,int curVal = Util.toIntUnsigned(sIt.next());,if (Util != null ) int curVal = Util.toIntUnsigned(sIt.next());
RunContainer.java,int card = this.getCardinality();,if (this != null ) int card = this.getCardinality();
RunContainer.java,int card = this.getCardinality();,if (this != null ) int card = this.getCardinality();
RunContainer.java,int card = this.getCardinality();,if (this != null ) int card = this.getCardinality();
RunContainer.java,int card = this.getCardinality();,if (this != null ) int card = this.getCardinality();
RunContainer.java,nbrruns = Short.reverseBytes(in.readShort());,if (Short != null ) nbrruns = Short.reverseBytes(in.readShort());
RunContainer.java,"final int offset = Math.max(nbrruns, x.getCardinality());","if (x != null ) final int offset = Math.max(nbrruns, x.getCardinality());"
RunContainer.java,PeekableShortIterator i = (PeekableShortIterator) x.getShortIterator();,if (x != null ) PeekableShortIterator i = (PeekableShortIterator) x.getShortIterator();
RunContainer.java,PeekableShortIterator i = (PeekableShortIterator) x.getShortIterator();,if (x != null ) PeekableShortIterator i = (PeekableShortIterator) x.getShortIterator();
RunContainer.java,"final int offset = Math.max(nbrruns, x.getCardinality());","if (x != null ) final int offset = Math.max(nbrruns, x.getCardinality());"
RunContainer.java,PeekableShortIterator i = (PeekableShortIterator) x.getShortIterator();,if (x != null ) PeekableShortIterator i = (PeekableShortIterator) x.getShortIterator();
RunContainer.java,ShortIterator me = this.getShortIterator();,if (this != null ) ShortIterator me = this.getShortIterator();
BufferBitSetUtil.java,final IntIterator it = bitmap.getIntIterator();,if (bitmap != null ) final IntIterator it = bitmap.getIntIterator();
BufferBitSetUtil.java,int val = it.next();,if (it != null ) int val = it.next();
BufferFastAggregation.java,MappeableContainerPointer x = pq.poll();,if (pq != null ) MappeableContainerPointer x = pq.poll();
BufferFastAggregation.java,newc = newc.lazyIOR(x.getContainer());,if (newc != null ) newc = newc.lazyIOR(x.getContainer());
BufferFastAggregation.java,newc = newc.repairAfterLazy();,if (newc != null ) newc = newc.repairAfterLazy();
BufferFastAggregation.java,MappeableContainerPointer x = pq.poll();,if (pq != null ) MappeableContainerPointer x = pq.poll();
BufferFastAggregation.java,newc = newc.ixor(x.getContainer());,if (newc != null ) newc = newc.ixor(x.getContainer());
BufferFastAggregation.java,sizes[k] = buffer[k].serializedSizeInBytes();,if (buffer[k] != null ) sizes[k] = buffer[k].serializedSizeInBytes();
BufferFastAggregation.java,sizes[k] = buffer.get(k).getSizeInBytes();,if (buffer != null ) sizes[k] = buffer.get(k).getSizeInBytes();
BufferIntIteratorFlyweight.java,BufferIntIteratorFlyweight x = (BufferIntIteratorFlyweight) super.clone();,if (super != null ) BufferIntIteratorFlyweight x = (BufferIntIteratorFlyweight) super.clone();
BufferIntIteratorFlyweight.java,x.iter = this.iter.clone();,if (this != null ) x.iter = this.iter.clone();
BufferReverseIntIteratorFlyweight.java,BufferReverseIntIteratorFlyweight x = (BufferReverseIntIteratorFlyweight) super.clone();,if (super != null ) BufferReverseIntIteratorFlyweight x = (BufferReverseIntIteratorFlyweight) super.clone();
BufferReverseIntIteratorFlyweight.java,x.iter = this.iter.clone();,if (this != null ) x.iter = this.iter.clone();
ImmutableRoaringArray.java,buffer = bbf.slice();,if (bbf != null ) buffer = bbf.slice();
ImmutableRoaringArray.java,sa = (ImmutableRoaringArray) super.clone();,if (super != null ) sa = (ImmutableRoaringArray) super.clone();
ImmutableRoaringArray.java,ByteBuffer tmp = buffer.duplicate();// sad but ByteBuffer is not thread-safe so it is either a duplicate or a lock,if (lock != null ) ByteBuffer tmp = buffer.duplicate();// sad but ByteBuffer is not thread-safe so it is either a duplicate or a lock
ImmutableRoaringArray.java,int nbrruns = BufferUtil.toIntUnsigned(tmp.getShort());,if (BufferUtil != null ) int nbrruns = BufferUtil.toIntUnsigned(tmp.getShort());
ImmutableRoaringArray.java,final ShortBuffer shortArray = tmp.asShortBuffer();,if (tmp != null ) final ShortBuffer shortArray = tmp.asShortBuffer();
ImmutableRoaringArray.java,final LongBuffer bitmapArray = tmp.asLongBuffer();,if (tmp != null ) final LongBuffer bitmapArray = tmp.asLongBuffer();
ImmutableRoaringArray.java,final ShortBuffer shortArray = tmp.asShortBuffer();,if (tmp != null ) final ShortBuffer shortArray = tmp.asShortBuffer();
ImmutableRoaringArray.java,MappeableContainerPointer cp = this.getContainerPointer();,if (this != null ) MappeableContainerPointer cp = this.getContainerPointer();
ImmutableRoaringArray.java,ByteBuffer tmp = buffer.duplicate();,if (buffer != null ) ByteBuffer tmp = buffer.duplicate();
ImmutableRoaringBitmap.java,final int max = BufferUtil.toIntUnsigned(BufferUtil.maxLowBit());,if (BufferUtil != null ) final int max = BufferUtil.toIntUnsigned(BufferUtil.maxLowBit());
ImmutableRoaringBitmap.java,x.highLowContainer = highLowContainer.clone();,if (highLowContainer != null ) x.highLowContainer = highLowContainer.clone();
ImmutableRoaringBitmap.java,MappeableContainerPointer mcp = highLowContainer.getContainerPointer();,if (highLowContainer != null ) MappeableContainerPointer mcp = highLowContainer.getContainerPointer();
ImmutableRoaringBitmap.java,final IntIterator i = this.getIntIterator();,if (this != null ) final IntIterator i = this.getIntIterator();
ImmutableRoaringBitmap.java,ok = cp.hasContainer();,if (cp != null ) ok = cp.hasContainer();
ImmutableRoaringBitmap.java,iter = cp.getContainer().getShortIterator();,if (cp != null ) iter = cp.getContainer().getShortIterator();
ImmutableRoaringBitmap.java,ImmutableRoaringIntIterator x = (ImmutableRoaringIntIterator) super.clone();,if (super != null ) ImmutableRoaringIntIterator x = (ImmutableRoaringIntIterator) super.clone();
ImmutableRoaringBitmap.java,x.iter =  this.iter.clone();,if (this != null ) x.iter =  this.iter.clone();
ImmutableRoaringBitmap.java,x.cp = this.cp.clone();,if (this != null ) x.cp = this.cp.clone();
ImmutableRoaringBitmap.java,ok = cp.hasContainer();,if (cp != null ) ok = cp.hasContainer();
ImmutableRoaringBitmap.java,iter = cp.getContainer().getReverseShortIterator();,if (cp != null ) iter = cp.getContainer().getReverseShortIterator();
ImmutableRoaringBitmap.java,ImmutableRoaringReverseIntIterator x = (ImmutableRoaringReverseIntIterator) super.clone();,if (super != null ) ImmutableRoaringReverseIntIterator x = (ImmutableRoaringReverseIntIterator) super.clone();
ImmutableRoaringBitmap.java,x.iter = this.iter.clone();,if (this != null ) x.iter = this.iter.clone();
ImmutableRoaringBitmap.java,x.cp = this.cp.clone();,if (this != null ) x.cp = this.cp.clone();
MappeableArrayContainer.java,short[] sarray = content.array();,if (content != null ) short[] sarray = content.array();
MappeableArrayContainer.java,ShortBuffer tmp = newContent.duplicate();// for thread-safety,if (thread-safety != null ) ShortBuffer tmp = newContent.duplicate();// for thread-safety
MappeableArrayContainer.java,this.cardinality = bc.getCardinality();,if (bc != null ) this.cardinality = bc.getCardinality();
MappeableArrayContainer.java,this.content = bc.toShortBuffer();,if (bc != null ) this.content = bc.toShortBuffer();
MappeableArrayContainer.java,short[] c = content.array();,if (content != null ) short[] c = content.array();
MappeableArrayContainer.java,short[] sarray = content.array();,if (content != null ) short[] sarray = content.array();
MappeableArrayContainer.java,final MappeableBitmapContainer a = this.toBitmapContainer();,if (this != null ) final MappeableBitmapContainer a = this.toBitmapContainer();
MappeableArrayContainer.java,sarray = content.array();,if (content != null ) sarray = content.array();
MappeableArrayContainer.java,final MappeableBitmapContainer a = this.toBitmapContainer();,if (this != null ) final MappeableBitmapContainer a = this.toBitmapContainer();
MappeableArrayContainer.java,short[] sarray = answer.content.array();,if (answer != null ) short[] sarray = answer.content.array();
MappeableArrayContainer.java,short[] c = content.array();,if (content != null ) short[] c = content.array();
MappeableArrayContainer.java,short[] t = this.content.array();,if (this != null ) short[] t = this.content.array();
MappeableArrayContainer.java,short[] sr = srb.content.array();,if (srb != null ) short[] sr = srb.content.array();
MappeableArrayContainer.java,short[] c = this.content.array();,if (this != null ) short[] c = this.content.array();
MappeableArrayContainer.java,short[] c = this.content.array();,if (this != null ) short[] c = this.content.array();
MappeableArrayContainer.java,int len = this.content.limit();,if (this != null ) int len = this.content.limit();
MappeableArrayContainer.java,int len = this.content.limit();,if (this != null ) int len = this.content.limit();
MappeableArrayContainer.java,assert outPos == buffer.limit();,if (buffer != null ) assert outPos == buffer.limit();
MappeableArrayContainer.java,int len = buffer.limit();,if (buffer != null ) int len = buffer.limit();
MappeableArrayContainer.java,short[] sarray = answer.content.array();,if (answer != null ) short[] sarray = answer.content.array();
MappeableArrayContainer.java,long[] bitArray = bc.bitmap.array();,if (bc != null ) long[] bitArray = bc.bitmap.array();
MappeableArrayContainer.java,short[] sarray = this.content.array();,if (this != null ) short[] sarray = this.content.array();
MappeableArrayContainer.java,int len = bc.bitmap.limit();,if (bc != null ) int len = bc.bitmap.limit();
MappeableArrayContainer.java,short[] x = co.array();,if (co != null ) short[] x = co.array();
MappeableArrayContainer.java,short[] a = content.array();,if (content != null ) short[] a = content.array();
MappeableArrayContainer.java,short[] a = content.array();,if (content != null ) short[] a = content.array();
MappeableArrayContainer.java,long[] bitArray = bc.bitmap.array();,if (bc != null ) long[] bitArray = bc.bitmap.array();
MappeableArrayContainer.java,short[] sarray = this.content.array();,if (this != null ) short[] sarray = this.content.array();
MappeableArrayContainer.java,int len = bc.bitmap.limit();,if (bc != null ) int len = bc.bitmap.limit();
MappeableArrayContainer.java,short[] sarray = content.array();,if (content != null ) short[] sarray = content.array();
MappeableArrayContainer.java,MappeableBitmapContainer a = this.toBitmapContainer();,if (this != null ) MappeableBitmapContainer a = this.toBitmapContainer();
MappeableArrayContainer.java,sarray = content.array();,if (content != null ) sarray = content.array();
MappeableArrayContainer.java,MappeableBitmapContainer a = this.toBitmapContainer();,if (this != null ) MappeableBitmapContainer a = this.toBitmapContainer();
MappeableArrayContainer.java,MappeableBitmapContainer a = this.toBitmapContainer();,if (this != null ) MappeableBitmapContainer a = this.toBitmapContainer();
MappeableArrayContainer.java,short[] answerarray = answer.content.array();,if (answer != null ) short[] answerarray = answer.content.array();
MappeableArrayContainer.java,MappeableBitmapContainer a = this.toBitmapContainer();,if (this != null ) MappeableBitmapContainer a = this.toBitmapContainer();
MappeableArrayContainer.java,short[] contentarray = content.array();,if (content != null ) short[] contentarray = content.array();
MappeableArrayContainer.java,content = p.content.array();,if (p != null ) content = p.content.array();
MappeableArrayContainer.java,content = p.content.array();,if (p != null ) content = p.content.array();
MappeableBitmapContainer.java,int len = bitmap.limit();,if (bitmap != null ) int len = bitmap.limit();
MappeableBitmapContainer.java,LongBuffer tmp = newBitmap.duplicate(); // for thread safety,if (safety != null ) LongBuffer tmp = newBitmap.duplicate(); // for thread safety
MappeableBitmapContainer.java,this.bitmap = LongBuffer.allocate(tmp.limit());,if (LongBuffer != null ) this.bitmap = LongBuffer.allocate(tmp.limit());
MappeableBitmapContainer.java,this.cardinality = bc.getCardinality();,if (bc != null ) this.cardinality = bc.getCardinality();
MappeableBitmapContainer.java,this.bitmap = bc.toLongBuffer();,if (bc != null ) this.bitmap = bc.toLongBuffer();
MappeableBitmapContainer.java,long[] src = this.bitmap.array();,if (this != null ) long[] src = this.bitmap.array();
MappeableBitmapContainer.java,int len = bitmap.limit();,if (bitmap != null ) int len = bitmap.limit();
MappeableBitmapContainer.java,long[] b = bitmap.array();,if (bitmap != null ) long[] b = bitmap.array();
MappeableBitmapContainer.java,int len = bitmap.limit();,if (bitmap != null ) int len = bitmap.limit();
MappeableBitmapContainer.java,long[] b = bitmap.array();,if (bitmap != null ) long[] b = bitmap.array();
MappeableBitmapContainer.java,int len = bitmap.limit();,if (bitmap != null ) int len = bitmap.limit();
MappeableBitmapContainer.java,short[] sarray = answer.content.array();,if (answer != null ) short[] sarray = answer.content.array();
MappeableBitmapContainer.java,long[] tb = this.bitmap.array();,if (this != null ) long[] tb = this.bitmap.array();
MappeableBitmapContainer.java,int len = this.bitmap.limit();,if (this != null ) int len = this.bitmap.limit();
MappeableBitmapContainer.java,int len = this.bitmap.limit();,if (this != null ) int len = this.bitmap.limit();
MappeableBitmapContainer.java,long[] bitArray = answer.bitmap.array();,if (answer != null ) long[] bitArray = answer.bitmap.array();
MappeableBitmapContainer.java,long[] tb = this.bitmap.array();,if (this != null ) long[] tb = this.bitmap.array();
MappeableBitmapContainer.java,int len = this.bitmap.limit();,if (this != null ) int len = this.bitmap.limit();
MappeableBitmapContainer.java,int len = this.bitmap.limit();,if (this != null ) int len = this.bitmap.limit();
MappeableBitmapContainer.java,long[] bitArray = answer.bitmap.array();,if (answer != null ) long[] bitArray = answer.bitmap.array();
MappeableBitmapContainer.java,long[] b = this.bitmap.array();,if (this != null ) long[] b = this.bitmap.array();
MappeableBitmapContainer.java,int len = this.bitmap.limit();,if (this != null ) int len = this.bitmap.limit();
MappeableBitmapContainer.java,int len = this.bitmap.limit();,if (this != null ) int len = this.bitmap.limit();
MappeableBitmapContainer.java,long[] bitArray = answer.bitmap.array();,if (answer != null ) long[] bitArray = answer.bitmap.array();
MappeableBitmapContainer.java,long[] b = this.bitmap.array();,if (this != null ) long[] b = this.bitmap.array();
MappeableBitmapContainer.java,int len = answer.bitmap.limit();,if (answer != null ) int len = answer.bitmap.limit();
MappeableBitmapContainer.java,int len = answer.bitmap.limit();,if (answer != null ) int len = answer.bitmap.limit();
MappeableBitmapContainer.java,MappeableBitmapContainer answer = this.clone();,if (this != null ) MappeableBitmapContainer answer = this.clone();
MappeableBitmapContainer.java,long[] b = answer.bitmap.array();,if (answer != null ) long[] b = answer.bitmap.array();
MappeableBitmapContainer.java,int len = this.bitmap.limit();,if (this != null ) int len = this.bitmap.limit();
MappeableBitmapContainer.java,long[] b = this.bitmap.array();,if (this != null ) long[] b = this.bitmap.array();
MappeableBitmapContainer.java,long[] s = srb.bitmap.array();,if (srb != null ) long[] s = srb.bitmap.array();
MappeableBitmapContainer.java,int len = this.bitmap.limit();,if (this != null ) int len = this.bitmap.limit();
MappeableBitmapContainer.java,int len = this.bitmap.limit();,if (this != null ) int len = this.bitmap.limit();
MappeableBitmapContainer.java,long[] b = bitmap.array();,if (bitmap != null ) long[] b = bitmap.array();
MappeableBitmapContainer.java,int len = this.bitmap.limit();,if (this != null ) int len = this.bitmap.limit();
MappeableBitmapContainer.java,long[] b = bitmap.array();,if (bitmap != null ) long[] b = bitmap.array();
MappeableBitmapContainer.java,int len = this.bitmap.limit();,if (this != null ) int len = this.bitmap.limit();
MappeableBitmapContainer.java,int len = this.bitmap.limit();,if (this != null ) int len = this.bitmap.limit();
MappeableBitmapContainer.java,int len = this.bitmap.limit();,if (this != null ) int len = this.bitmap.limit();
MappeableBitmapContainer.java,long[] tb = this.bitmap.array();,if (this != null ) long[] tb = this.bitmap.array();
MappeableBitmapContainer.java,int len = this.bitmap.limit();,if (this != null ) int len = this.bitmap.limit();
MappeableBitmapContainer.java,int len = this.bitmap.limit();,if (this != null ) int len = this.bitmap.limit();
MappeableBitmapContainer.java,long[] b = this.bitmap.array();,if (this != null ) long[] b = this.bitmap.array();
MappeableBitmapContainer.java,int len = this.bitmap.limit();,if (this != null ) int len = this.bitmap.limit();
MappeableBitmapContainer.java,int len = this.bitmap.limit();,if (this != null ) int len = this.bitmap.limit();
MappeableBitmapContainer.java,long[] b = this.bitmap.array();,if (this != null ) long[] b = this.bitmap.array();
MappeableBitmapContainer.java,long[] b = this.bitmap.array();,if (this != null ) long[] b = this.bitmap.array();
MappeableBitmapContainer.java,long[] b = this.bitmap.array();,if (this != null ) long[] b = this.bitmap.array();
MappeableBitmapContainer.java,int len = this.bitmap.limit();,if (this != null ) int len = this.bitmap.limit();
MappeableBitmapContainer.java,int len = this.bitmap.limit();,if (this != null ) int len = this.bitmap.limit();
MappeableBitmapContainer.java,long[] b = this.bitmap.array();,if (this != null ) long[] b = this.bitmap.array();
MappeableBitmapContainer.java,final ShortIterator si = MappeableBitmapContainer.this.getShortIterator();,if (MappeableBitmapContainer != null ) final ShortIterator si = MappeableBitmapContainer.this.getShortIterator();
MappeableBitmapContainer.java,long[] b = bitmap.array();,if (bitmap != null ) long[] b = bitmap.array();
MappeableBitmapContainer.java,long[] b = bitmap.array();,if (bitmap != null ) long[] b = bitmap.array();
MappeableBitmapContainer.java,int len = this.bitmap.limit();,if (this != null ) int len = this.bitmap.limit();
MappeableBitmapContainer.java,int len = this.bitmap.limit();,if (this != null ) int len = this.bitmap.limit();
MappeableBitmapContainer.java,long[] b = this.bitmap.array();,if (this != null ) long[] b = this.bitmap.array();
MappeableBitmapContainer.java,long[] bitArray = bitmap.array();,if (bitmap != null ) long[] bitArray = bitmap.array();
MappeableBitmapContainer.java,long[] b = bitmap.array();,if (bitmap != null ) long[] b = bitmap.array();
MappeableBitmapContainer.java,short[] ac = arrayContainer.content.array();,if (arrayContainer != null ) short[] ac = arrayContainer.content.array();
MappeableBitmapContainer.java,int len = this.bitmap.limit();,if (this != null ) int len = this.bitmap.limit();
MappeableBitmapContainer.java,int len = this.bitmap.limit();,if (this != null ) int len = this.bitmap.limit();
MappeableBitmapContainer.java,long[] bitArray = answer.bitmap.array();,if (answer != null ) long[] bitArray = answer.bitmap.array();
MappeableBitmapContainer.java,long[] ab = answer.bitmap.array();,if (answer != null ) long[] ab = answer.bitmap.array();
MappeableBitmapContainer.java,long[] bitArray = answer.bitmap.array();,if (answer != null ) long[] bitArray = answer.bitmap.array();
MappeableBitmapContainer.java,long[] b = this.bitmap.array();,if (this != null ) long[] b = this.bitmap.array();
MappeableBitmapContainer.java,int len = this.bitmap.limit();,if (this != null ) int len = this.bitmap.limit();
MappeableBitmapContainer.java,int len = this.bitmap.limit();,if (this != null ) int len = this.bitmap.limit();
MappeableBitmapContainer.java,int len = this.bitmap.limit();,if (this != null ) int len = this.bitmap.limit();
MappeableBitmapContainer.java,long[] b = this.bitmap.array();,if (this != null ) long[] b = this.bitmap.array();
MappeableBitmapContainer.java,long w = Long.reverseBytes(in.readLong());,if (Long != null ) long w = Long.reverseBytes(in.readLong());
MappeableBitmapContainer.java,long w = Long.reverseBytes(in.readLong());,if (Long != null ) long w = Long.reverseBytes(in.readLong());
MappeableBitmapContainer.java,final ShortIterator i = this.getShortIterator();,if (this != null ) final ShortIterator i = this.getShortIterator();
MappeableBitmapContainer.java,int len = this.bitmap.limit();,if (this != null ) int len = this.bitmap.limit();
MappeableBitmapContainer.java,long[] b = bitmap.array();,if (bitmap != null ) long[] b = bitmap.array();
MappeableBitmapContainer.java,long[] bitArray = answer.bitmap.array();,if (answer != null ) long[] bitArray = answer.bitmap.array();
MappeableBitmapContainer.java,long[] b = this.bitmap.array();,if (this != null ) long[] b = this.bitmap.array();
MappeableBitmapContainer.java,int len = this.bitmap.limit();,if (this != null ) int len = this.bitmap.limit();
MappeableBitmapContainer.java,int len = this.bitmap.limit();,if (this != null ) int len = this.bitmap.limit();
MappeableBitmapContainer.java,long[] bitArray = answer.bitmap.array();,if (answer != null ) long[] bitArray = answer.bitmap.array();
MappeableBitmapContainer.java,long[] b = this.bitmap.array();,if (this != null ) long[] b = this.bitmap.array();
MappeableBitmapContainer.java,int len = answer.bitmap.limit();,if (answer != null ) int len = answer.bitmap.limit();
MappeableBitmapContainer.java,int len = answer.bitmap.limit();,if (answer != null ) int len = answer.bitmap.limit();
MappeableBitmapContainer.java,long[] b = this.bitmap.array();,if (this != null ) long[] b = this.bitmap.array();
MappeableBitmapContainer.java,long[] b = this.bitmap.array();,if (this != null ) long[] b = this.bitmap.array();
MappeableBitmapContainer.java,final int m = this.bitmap.limit();,if (this != null ) final int m = this.bitmap.limit();
MappeableBitmapContainer.java,long[] b = answer.bitmap.array();,if (answer != null ) long[] b = answer.bitmap.array();
MappeableBitmapContainer.java,long[] b = answer.bitmap.array();,if (answer != null ) long[] b = answer.bitmap.array();
MappeableBitmapContainer.java,long[] b = bc.bitmap.array();,if (bc != null ) long[] b = bc.bitmap.array();
MappeableBitmapContainer.java,long[] b = this.bitmap.array();,if (this != null ) long[] b = this.bitmap.array();
MappeableBitmapContainer.java,int m = this.bitmap.limit();,if (this != null ) int m = this.bitmap.limit();
MappeableBitmapContainer.java,long[] b = this.bitmap.array();,if (this != null ) long[] b = this.bitmap.array();
MappeableBitmapContainer.java,long[] b = this.bitmap.array();,if (this != null ) long[] b = this.bitmap.array();
MappeableBitmapContainer.java,int len = this.bitmap.limit();,if (this != null ) int len = this.bitmap.limit();
MappeableBitmapContainer.java,short[] cont = ac.content.array();,if (ac != null ) short[] cont = ac.content.array();
MappeableBitmapContainer.java,int len = this.bitmap.limit();,if (this != null ) int len = this.bitmap.limit();
MappeableBitmapContainer.java,int len = this.bitmap.limit();,if (this != null ) int len = this.bitmap.limit();
MappeableBitmapContainer.java,long[] tb = this.bitmap.array();,if (this != null ) long[] tb = this.bitmap.array();
MappeableBitmapContainer.java,int len = this.bitmap.limit();,if (this != null ) int len = this.bitmap.limit();
MappeableBitmapContainer.java,int len = this.bitmap.limit();,if (this != null ) int len = this.bitmap.limit();
MappeableRunContainer.java,ShortBuffer tmp = valueslength.duplicate();// for thread safety,if (safety != null ) ShortBuffer tmp = valueslength.duplicate();// for thread safety
MappeableRunContainer.java,this.nbrruns = bc.numberOfRuns();,if (bc != null ) this.nbrruns = bc.numberOfRuns();
MappeableRunContainer.java,this.valueslength = bc.toShortBuffer();,if (bc != null ) this.valueslength = bc.toShortBuffer();
MappeableRunContainer.java,int curVal = BufferUtil.toIntUnsigned(sIt.next());,if (BufferUtil != null ) int curVal = BufferUtil.toIntUnsigned(sIt.next());
MappeableRunContainer.java,short[] vl = valueslength.array();,if (valueslength != null ) short[] vl = valueslength.array();
MappeableRunContainer.java,short[] a = arr.content.array();,if (arr != null ) short[] a = arr.content.array();
MappeableRunContainer.java,short[] vl = valueslength.array();,if (valueslength != null ) short[] vl = valueslength.array();
MappeableRunContainer.java,long[] b = bc.bitmap.array();,if (bc != null ) long[] b = bc.bitmap.array();
MappeableRunContainer.java,final int len = bc.bitmap.limit();,if (bc != null ) final int len = bc.bitmap.limit();
MappeableRunContainer.java,final int len = bc.bitmap.limit();,if (bc != null ) final int len = bc.bitmap.limit();
MappeableRunContainer.java,int card = this.getCardinality();,if (this != null ) int card = this.getCardinality();
MappeableRunContainer.java,short[] ba = answer.content.array();,if (answer != null ) short[] ba = answer.content.array();
MappeableRunContainer.java,int card = this.getCardinality();,if (this != null ) int card = this.getCardinality();
MappeableRunContainer.java,int newCapacity = valueslength.capacity();,if (valueslength != null ) int newCapacity = valueslength.capacity();
MappeableRunContainer.java,int newCapacity = valueslength.capacity();,if (valueslength != null ) int newCapacity = valueslength.capacity();
MappeableRunContainer.java,int card = this.getCardinality();,if (this != null ) int card = this.getCardinality();
MappeableRunContainer.java,int card = this.getCardinality();,if (this != null ) int card = this.getCardinality();
MappeableRunContainer.java,short[] vl = valueslength.array();,if (valueslength != null ) short[] vl = valueslength.array();
MappeableRunContainer.java,short[] vl = this.valueslength.array();,if (this != null ) short[] vl = this.valueslength.array();
MappeableRunContainer.java,"final int offset = Math.max(nbrruns, x.getCardinality());","if (x != null ) final int offset = Math.max(nbrruns, x.getCardinality());"
MappeableRunContainer.java,short[] vl = this.valueslength.array();,if (this != null ) short[] vl = this.valueslength.array();
MappeableRunContainer.java,PeekableShortIterator i = (PeekableShortIterator) x.getShortIterator();,if (x != null ) PeekableShortIterator i = (PeekableShortIterator) x.getShortIterator();
MappeableRunContainer.java,short[] vl = ans.valueslength.array();,if (ans != null ) short[] vl = ans.valueslength.array();
MappeableRunContainer.java,short[] vl = answer.valueslength.array();,if (answer != null ) short[] vl = answer.valueslength.array();
MappeableRunContainer.java,PeekableShortIterator i = (PeekableShortIterator) x.getShortIterator();,if (x != null ) PeekableShortIterator i = (PeekableShortIterator) x.getShortIterator();
MappeableRunContainer.java,"final int offset = Math.max(nbrruns, x.getCardinality());","if (x != null ) final int offset = Math.max(nbrruns, x.getCardinality());"
MappeableRunContainer.java,short[] vl = valueslength.array();,if (valueslength != null ) short[] vl = valueslength.array();
MappeableRunContainer.java,PeekableShortIterator i = (PeekableShortIterator) x.getShortIterator();,if (x != null ) PeekableShortIterator i = (PeekableShortIterator) x.getShortIterator();
MappeableRunContainer.java,short[] vl = answer.valueslength.array();,if (answer != null ) short[] vl = answer.valueslength.array();
MappeableRunContainer.java,short[] a = co.array();,if (co != null ) short[] a = co.array();
MappeableRunContainer.java,ShortIterator me = this.getShortIterator();,if (this != null ) ShortIterator me = this.getShortIterator();
MappeableRunContainer.java,short[] vl = answer.valueslength.array();,if (answer != null ) short[] vl = answer.valueslength.array();
MappeableRunContainer.java,short[] vl = answer.valueslength.array();,if (answer != null ) short[] vl = answer.valueslength.array();
MappeableRunContainer.java,short[] vl = answer.valueslength.array();,if (answer != null ) short[] vl = answer.valueslength.array();
MappeableRunContainer.java,short[] vl = this.valueslength.array();,if (this != null ) short[] vl = this.valueslength.array();
