Filename,Buggy/Deleted,Fixed/Added
VPackDeserializers.java,final VPackSlice entry = storedValueIterator.next();,if (storedValueIterator != null ) final VPackSlice entry = storedValueIterator.next();
ArangoDatabaseTest.java,final QueryEntity queryEntity = slowQueries.iterator().next();,if (slowQueries != null ) final QueryEntity queryEntity = slowQueries.iterator().next();
ArangoDatabaseTest.java,final QueryEntity queryEntity = currentlyRunningQueries.iterator().next();,if (currentlyRunningQueries != null ) final QueryEntity queryEntity = currentlyRunningQueries.iterator().next();
ArangoDatabaseTest.java,final CollectionPropertiesEntity properties = db.collection(collection).getProperties();,if (db != null ) final CollectionPropertiesEntity properties = db.collection(collection).getProperties();
ArangoDatabaseTest.java,final CollectionPropertiesEntity properties = db.collection(collection).getProperties();,if (db != null ) final CollectionPropertiesEntity properties = db.collection(collection).getProperties();
ArangoDatabaseTest.java,final DatabaseEntity info = db.getInfo();,if (db != null ) final DatabaseEntity info = db.getInfo();
ArangoSearchTest.java,final ArangoSearchPropertiesEntity properties = view.getProperties();,if (view != null ) final ArangoSearchPropertiesEntity properties = view.getProperties();
ArangoSearchTest.java,final ArangoSearchPropertiesEntity properties = view.getProperties();,if (view != null ) final ArangoSearchPropertiesEntity properties = view.getProperties();
ArangoSearchTest.java,final ConsolidationPolicy consolidate = properties.getConsolidationPolicy();,if (properties != null ) final ConsolidationPolicy consolidate = properties.getConsolidationPolicy();
ArangoSearchTest.java,final ConsolidationPolicy consolidate = properties.getConsolidationPolicy();,if (properties != null ) final ConsolidationPolicy consolidate = properties.getConsolidationPolicy();
ArangoSearchTest.java,"String fullyQualifiedName = db.name() + ""::"" + options.getName();","if (options != null ) String fullyQualifiedName = db.name() + ""::"" + options.getName();"
ArangoSearchTest.java,AnalyzerEntity gotAnalyzer = db.getAnalyzer(options.getName());,if (db != null ) AnalyzerEntity gotAnalyzer = db.getAnalyzer(options.getName());
ArangoVertexCollectionTest.java,UUID uuid = UUID.randomUUID();,if (UUID != null ) UUID uuid = UUID.randomUUID();
BaseTest.java,arangoDB = builder.build();,if (builder != null ) arangoDB = builder.build();
ConcurrentStreamTransactionsTest.java,String key = UUID.randomUUID().toString();,if (UUID != null ) String key = UUID.randomUUID().toString();
ConcurrentStreamTransactionsTest.java,String key = UUID.randomUUID().toString();,if (UUID != null ) String key = UUID.randomUUID().toString();
StreamTransactionTest.java,StreamTransactionEntity abortedTx = db.abortStreamTransaction(begunTx.getId());,if (db != null ) StreamTransactionEntity abortedTx = db.abortStreamTransaction(begunTx.getId());
StreamTransactionTest.java,StreamTransactionEntity gotTx = db.getStreamTransaction(createdTx.getId());,if (db != null ) StreamTransactionEntity gotTx = db.getStreamTransaction(createdTx.getId());
StreamTransactionTest.java,StreamTransactionEntity committedTx = db.commitStreamTransaction(createdTx.getId());,if (db != null ) StreamTransactionEntity committedTx = db.commitStreamTransaction(createdTx.getId());
StreamTransactionTest.java,List<BaseDocument> docs = cursor.asListRemaining();,if (cursor != null ) List<BaseDocument> docs = cursor.asListRemaining();
UserAuthTest.java,id = createHashIndex.getId();,if (createHashIndex != null ) id = createHashIndex.getId();
UserAuthTest.java,id = createHashIndex.getId();,if (createHashIndex != null ) id = createHashIndex.getId();
ExampleBase.java,arangoDB = new ArangoDB.Builder().build();,if (ArangoDB != null ) arangoDB = new ArangoDB.Builder().build();
AqlQueryWithSpecialReturnTypesExample.java,final VPackSlice vpack = cursor.next();,if (cursor != null ) final VPackSlice vpack = cursor.next();
AqlQueryWithSpecialReturnTypesExample.java,final VPackSlice vpack = cursor.next();,if (cursor != null ) final VPackSlice vpack = cursor.next();
AqlQueryWithSpecialReturnTypesExample.java,final Map map = cursor.next();,if (cursor != null ) final Map map = cursor.next();
AqlQueryWithSpecialReturnTypesExample.java,final List list = cursor.next();,if (cursor != null ) final List list = cursor.next();
AQLActorsAndMoviesExample.java,arangoDB = new ArangoDB.Builder().build();,if (ArangoDB != null ) arangoDB = new ArangoDB.Builder().build();
BaseGraphTest.java,arangoDB = new ArangoDB.Builder().build();,if (ArangoDB != null ) arangoDB = new ArangoDB.Builder().build();
CommunicationTest.java,final ArangoDBVersion version = arangoDB.getVersion();,if (arangoDB != null ) final ArangoDBVersion version = arangoDB.getVersion();
CommunicationTest.java,final ArangoDB arangoDB = new ArangoDB.Builder().build();,if (ArangoDB != null ) final ArangoDB arangoDB = new ArangoDB.Builder().build();
CommunicationTest.java,final ArangoDB arangoDB = new ArangoDB.Builder().build();,if (ArangoDB != null ) final ArangoDB arangoDB = new ArangoDB.Builder().build();
CommunicationTest.java,final ArangoDatabase db = arangoDB.db();,if (arangoDB != null ) final ArangoDatabase db = arangoDB.db();
CommunicationTest.java,final ArangoDB arangoDB = new ArangoDB.Builder().build();,if (ArangoDB != null ) final ArangoDB arangoDB = new ArangoDB.Builder().build();
CommunicationTest.java,final ArangoDBVersion version = arangoDB.getVersion();,if (arangoDB != null ) final ArangoDBVersion version = arangoDB.getVersion();
CommunicationTest.java,final ArangoDBVersion version = arangoDB.getVersion();,if (arangoDB != null ) final ArangoDBVersion version = arangoDB.getVersion();
InternalArangoDatabase.java,final VPackSlice body = response.getBody();,if (response != null ) final VPackSlice body = response.getBody();
InternalArangoDatabase.java,final VPackSlice body = response.getBody();,if (response != null ) final VPackSlice body = response.getBody();
InternalArangoDatabase.java,count = deletedCount.getAsInt();,if (deletedCount != null ) count = deletedCount.getAsInt();
InternalArangoDatabase.java,final VPackSlice body = response.getBody();,if (response != null ) final VPackSlice body = response.getBody();
InternalArangoDatabase.java,final VPackSlice body = response.getBody();,if (response != null ) final VPackSlice body = response.getBody();
InternalArangoDatabase.java,final VPackSlice next = iterator.next();,if (iterator != null ) final VPackSlice next = iterator.next();
ArangoVertexCollectionTest.java,UUID uuid = UUID.randomUUID();,if (UUID != null ) UUID uuid = UUID.randomUUID();
ArangoDBTest.java,Collection<String> dbs = arangoDB.getDatabases();,if (arangoDB != null ) Collection<String> dbs = arangoDB.getDatabases();
ArangoDBTest.java,final int dbCount = dbs.size();,if (dbs != null ) final int dbCount = dbs.size();
ArangoDBTest.java,dbs = arangoDB.getDatabases();,if (arangoDB != null ) dbs = arangoDB.getDatabases();
ArangoCollectionImpl.java,documentImportEntity = completableFuture.get();,if (completableFuture != null ) documentImportEntity = completableFuture.get();
ArangoDatabaseTest.java,final ArangoDBVersion version = db.getVersion();,if (db != null ) final ArangoDBVersion version = db.getVersion();
ArangoDatabaseTest.java,final IndexEntity readResult = db.getIndex(createResult.getId());,if (db != null ) final IndexEntity readResult = db.getIndex(createResult.getId());
ArangoDatabaseTest.java,final String id = db.deleteIndex(createResult.getId());,if (db != null ) final String id = db.deleteIndex(createResult.getId());
ArangoDatabaseTest.java,QueryCachePropertiesEntity properties = db.getQueryCacheProperties();,if (db != null ) QueryCachePropertiesEntity properties = db.getQueryCacheProperties();
ArangoDatabaseTest.java,properties = db.getQueryCacheProperties();,if (db != null ) properties = db.getQueryCacheProperties();
ArangoDatabaseTest.java,QueryTrackingPropertiesEntity properties = db.getQueryTrackingProperties();,if (db != null ) QueryTrackingPropertiesEntity properties = db.getQueryTrackingProperties();
ArangoDatabaseTest.java,properties = db.getQueryTrackingProperties();,if (db != null ) properties = db.getQueryTrackingProperties();
ArangoDatabaseTest.java,final ExecutionPlan plan = explain.getPlan();,if (explain != null ) final ExecutionPlan plan = explain.getPlan();
ArangoDatabaseTest.java,final QueryEntity queryEntity = currentlyRunningQueries.iterator().next();,if (currentlyRunningQueries != null ) final QueryEntity queryEntity = currentlyRunningQueries.iterator().next();
ArangoDatabaseTest.java,final QueryTrackingPropertiesEntity properties = db.getQueryTrackingProperties();,if (db != null ) final QueryTrackingPropertiesEntity properties = db.getQueryTrackingProperties();
ArangoDatabaseTest.java,final Long slowQueryThreshold = properties.getSlowQueryThreshold();,if (properties != null ) final Long slowQueryThreshold = properties.getSlowQueryThreshold();
ArangoDatabaseTest.java,final QueryEntity queryEntity = slowQueries.iterator().next();,if (slowQueries != null ) final QueryEntity queryEntity = slowQueries.iterator().next();
ArangoDatabaseTest.java,final QueryEntity queryEntity = currentlyRunningQueries.iterator().next();,if (currentlyRunningQueries != null ) final QueryEntity queryEntity = currentlyRunningQueries.iterator().next();
ArangoDatabaseTest.java,final CollectionPropertiesEntity properties = db.collection(collection).getProperties();,if (db != null ) final CollectionPropertiesEntity properties = db.collection(collection).getProperties();
ArangoDatabaseTest.java,final CollectionPropertiesEntity properties = db.collection(collection).getProperties();,if (db != null ) final CollectionPropertiesEntity properties = db.collection(collection).getProperties();
ArangoDatabaseTest.java,final DatabaseEntity info = db.getInfo();,if (db != null ) final DatabaseEntity info = db.getInfo();
BaseTest.java,arangoDB = builder.build();,if (builder != null ) arangoDB = builder.build();
VPackSerializers.java,final Boolean satellite = value.getSatellite();,if (value != null ) final Boolean satellite = value.getSatellite();
VPackSerializers.java,final Long consolidationIntervalMsec = value.getConsolidationIntervalMsec();,if (value != null ) final Long consolidationIntervalMsec = value.getConsolidationIntervalMsec();
VPackSerializers.java,final Long cleanupIntervalStep = value.getCleanupIntervalStep();,if (value != null ) final Long cleanupIntervalStep = value.getCleanupIntervalStep();
VPackSerializers.java,final Boolean includeAllFields = collectionLink.getIncludeAllFields();,if (collectionLink != null ) final Boolean includeAllFields = collectionLink.getIncludeAllFields();
VPackSerializers.java,final Boolean trackListPositions = collectionLink.getTrackListPositions();,if (collectionLink != null ) final Boolean trackListPositions = collectionLink.getTrackListPositions();
VPackSerializers.java,final StoreValuesType storeValues = collectionLink.getStoreValues();,if (collectionLink != null ) final StoreValuesType storeValues = collectionLink.getStoreValues();
VPackSerializers.java,final Boolean includeAllFields = fieldLink.getIncludeAllFields();,if (fieldLink != null ) final Boolean includeAllFields = fieldLink.getIncludeAllFields();
VPackSerializers.java,final Boolean trackListPositions = fieldLink.getTrackListPositions();,if (fieldLink != null ) final Boolean trackListPositions = fieldLink.getTrackListPositions();
VPackSerializers.java,final StoreValuesType storeValues = fieldLink.getStoreValues();,if (fieldLink != null ) final StoreValuesType storeValues = fieldLink.getStoreValues();
ArangoGraphTest.java,final CollectionPropertiesEntity properties = db.collection(collection).getProperties();,if (db != null ) final CollectionPropertiesEntity properties = db.collection(collection).getProperties();
ArangoDBTest.java,Collection<String> dbs = arangoDB.getDatabases();,if (arangoDB != null ) Collection<String> dbs = arangoDB.getDatabases();
ArangoDBTest.java,final int dbCount = dbs.size();,if (dbs != null ) final int dbCount = dbs.size();
ArangoDBTest.java,dbs = arangoDB.getDatabases();,if (arangoDB != null ) dbs = arangoDB.getDatabases();
BaseTest.java,arangoDB = builder.build();,if (builder != null ) arangoDB = builder.build();
ArangoCursorIterator.java,result = execute.next(cursor.getId());,if (execute != null ) result = execute.next(cursor.getId());
ArangoDatabaseTest.java,final ArangoDBVersion version = db.getVersion();,if (db != null ) final ArangoDBVersion version = db.getVersion();
ArangoDatabaseTest.java,final IndexEntity readResult = db.getIndex(createResult.getId());,if (db != null ) final IndexEntity readResult = db.getIndex(createResult.getId());
ArangoDatabaseTest.java,final String id = db.deleteIndex(createResult.getId());,if (db != null ) final String id = db.deleteIndex(createResult.getId());
ArangoDatabaseTest.java,QueryCachePropertiesEntity properties = db.getQueryCacheProperties();,if (db != null ) QueryCachePropertiesEntity properties = db.getQueryCacheProperties();
ArangoDatabaseTest.java,properties = db.getQueryCacheProperties();,if (db != null ) properties = db.getQueryCacheProperties();
ArangoDatabaseTest.java,QueryTrackingPropertiesEntity properties = db.getQueryTrackingProperties();,if (db != null ) QueryTrackingPropertiesEntity properties = db.getQueryTrackingProperties();
ArangoDatabaseTest.java,properties = db.getQueryTrackingProperties();,if (db != null ) properties = db.getQueryTrackingProperties();
ArangoDatabaseTest.java,final ExecutionPlan plan = explain.getPlan();,if (explain != null ) final ExecutionPlan plan = explain.getPlan();
ArangoDatabaseTest.java,final QueryEntity queryEntity = currentlyRunningQueries.iterator().next();,if (currentlyRunningQueries != null ) final QueryEntity queryEntity = currentlyRunningQueries.iterator().next();
ArangoDatabaseTest.java,final QueryTrackingPropertiesEntity properties = db.getQueryTrackingProperties();,if (db != null ) final QueryTrackingPropertiesEntity properties = db.getQueryTrackingProperties();
ArangoDatabaseTest.java,final Long slowQueryThreshold = properties.getSlowQueryThreshold();,if (properties != null ) final Long slowQueryThreshold = properties.getSlowQueryThreshold();
ArangoDatabaseTest.java,final QueryEntity queryEntity = slowQueries.iterator().next();,if (slowQueries != null ) final QueryEntity queryEntity = slowQueries.iterator().next();
ArangoDatabaseTest.java,final QueryEntity queryEntity = currentlyRunningQueries.iterator().next();,if (currentlyRunningQueries != null ) final QueryEntity queryEntity = currentlyRunningQueries.iterator().next();
ArangoDatabaseTest.java,final CollectionPropertiesEntity properties = db.collection(collection).getProperties();,if (db != null ) final CollectionPropertiesEntity properties = db.collection(collection).getProperties();
ArangoDatabaseTest.java,final CollectionPropertiesEntity properties = db.collection(collection).getProperties();,if (db != null ) final CollectionPropertiesEntity properties = db.collection(collection).getProperties();
ArangoDatabaseTest.java,final DatabaseEntity info = db.getInfo();,if (db != null ) final DatabaseEntity info = db.getInfo();
RoundRobinHostHandler.java,final int size = hosts.size();,if (hosts != null ) final int size = hosts.size();
InternalArangoCollection.java,final VPackSlice next = iterator.next();,if (iterator != null ) final VPackSlice next = iterator.next();
InternalArangoCollection.java,final VPackSlice next = iterator.next();,if (iterator != null ) final VPackSlice next = iterator.next();
InternalArangoCollection.java,final VPackSlice next = iterator.next();,if (iterator != null ) final VPackSlice next = iterator.next();
InternalArangoCollection.java,final VPackSlice next = iterator.next();,if (iterator != null ) final VPackSlice next = iterator.next();
ArangoSearchTest.java,final ViewEntity info = db.arangoSearch(name).create();,if (db != null ) final ViewEntity info = db.arangoSearch(name).create();
HttpConnection.java,host = hostHandler.get();,if (hostHandler != null ) host = hostHandler.get();
HttpConnection.java,host = hostHandler.get();,if (hostHandler != null ) host = hostHandler.get();
HttpConnection.java,host = hostHandler.get();,if (hostHandler != null ) host = hostHandler.get();
ConnectionPool.java,c = connections.removeFirst();,if (connections != null ) c = connections.removeFirst();
ConnectionPool.java,final Host host = hostHandle.getHost();,if (hostHandle != null ) final Host host = hostHandle.getHost();
RandomHostHandler.java,current = fallback.get();,if (fallback != null ) current = fallback.get();
VstConnection.java,host = hostHandler.get();,if (hostHandler != null ) host = hostHandler.get();
VstConnection.java,host = hostHandler.get();,if (hostHandler != null ) host = hostHandler.get();
VstConnection.java,socket = sslContext.getSocketFactory().createSocket();,if (sslContext != null ) socket = sslContext.getSocketFactory().createSocket();
VstConnection.java,socket = SSLSocketFactory.getDefault().createSocket();,if (SSLSocketFactory != null ) socket = SSLSocketFactory.getDefault().createSocket();
VstConnection.java,socket = SocketFactory.getDefault().createSocket();,if (SocketFactory != null ) socket = SocketFactory.getDefault().createSocket();
VstConnection.java,outputStream = new BufferedOutputStream(socket.getOutputStream());,if (BufferedOutputStream(socket != null ) outputStream = new BufferedOutputStream(socket.getOutputStream());
VstConnection.java,inputStream = socket.getInputStream();,if (socket != null ) inputStream = socket.getInputStream();
VstConnection.java,host = hostHandler.get();,if (hostHandler != null ) host = hostHandler.get();
VPackSerializers.java,final String locale = value.getLocale();,if (value != null ) final String locale = value.getLocale();
VPackSerializers.java,final Long commitIntervalMsec = value.getCommitIntervalMsec();,if (value != null ) final Long commitIntervalMsec = value.getCommitIntervalMsec();
VPackSerializers.java,final Double threshold = consolidateThreshold.getThreshold();,if (consolidateThreshold != null ) final Double threshold = consolidateThreshold.getThreshold();
VPackSerializers.java,final Long segmentThreshold = consolidateThreshold.getSegmentThreshold();,if (consolidateThreshold != null ) final Long segmentThreshold = consolidateThreshold.getSegmentThreshold();
ConnectionPool.java,c = connections.removeFirst();,if (connections != null ) c = connections.removeFirst();
ConnectionPool.java,final Host host = hostHandle.getHost();,if (hostHandle != null ) final Host host = hostHandle.getHost();
ExtendedHostResolver.java,lastUpdate = System.currentTimeMillis();,if (System != null ) lastUpdate = System.currentTimeMillis();
CURLLogger.java,final RequestType requestType = request.getRequestType();,if (request != null ) final RequestType requestType = request.getRequestType();
VPackDocumentModule.java,id = vpack.getAsString();,if (vpack != null ) id = vpack.getAsString();
ArangoCursorIterator.java,result = execute.next(cursor.getId());,if (execute != null ) result = execute.next(cursor.getId());
ArangoDBTest.java,arangoDB = builder.build();,if (builder != null ) arangoDB = builder.build();
ArangoDBTest.java,final ArangoDBVersion version = arangoDB.getVersion();,if (arangoDB != null ) final ArangoDBVersion version = arangoDB.getVersion();
ArangoDBTest.java,Collection<String> dbs = arangoDB.getDatabases();,if (arangoDB != null ) Collection<String> dbs = arangoDB.getDatabases();
ArangoDBTest.java,final int dbCount = dbs.size();,if (dbs != null ) final int dbCount = dbs.size();
ArangoDBTest.java,dbs = arangoDB.getDatabases();,if (arangoDB != null ) dbs = arangoDB.getDatabases();
ArangoDBTest.java,final LogLevelEntity logLevel = arangoDB.getLogLevel();,if (arangoDB != null ) final LogLevelEntity logLevel = arangoDB.getLogLevel();
ArangoDBTest.java,final ArangoDBVersion version = arangoDB.getVersion();,if (arangoDB != null ) final ArangoDBVersion version = arangoDB.getVersion();
VstCommunication.java,final long id = mId.incrementAndGet();,if (mId != null ) final long id = mId.incrementAndGet();
VstCommunication.java,final VPackSlice head = message.getHead();,if (message != null ) final VPackSlice head = message.getHead();
VstCommunication.java,int size = head.getByteSize();,if (head != null ) int size = head.getByteSize();
VstCommunication.java,final VPackSlice body = message.getBody();,if (message != null ) final VPackSlice body = message.getBody();
VstCommunication.java,size += body.getByteSize();,if (body != null ) size += body.getByteSize();
ArangoSerializerImpl.java,final boolean serializeNullValues = options.isSerializeNullValues();,if (options != null ) final boolean serializeNullValues = options.isSerializeNullValues();
VPackDocumentModule.java,id = vpack.getAsString();,if (vpack != null ) id = vpack.getAsString();
GetDocumentExample.java,key = doc.getKey();,if (doc != null ) key = doc.getKey();
ArangoDatabaseTest.java,final String version = db.getVersion().getVersion();,if (db != null ) final String version = db.getVersion().getVersion();
ArangoDatabaseTest.java,final String version = db.getVersion().getVersion();,if (db != null ) final String version = db.getVersion().getVersion();
ArangoDatabaseTest.java,final String version = db.getVersion().getVersion();,if (db != null ) final String version = db.getVersion().getVersion();
ArangoDatabaseTest.java,final String version = db.getVersion().getVersion();,if (db != null ) final String version = db.getVersion().getVersion();
BaseTest.java,arangoDB = builder.build();,if (builder != null ) arangoDB = builder.build();
InternalArangoCollection.java,final VPackSlice body = response.getBody();,if (response != null ) final VPackSlice body = response.getBody();
InternalArangoCollection.java,final VPackSlice body = response.getBody();,if (response != null ) final VPackSlice body = response.getBody();
InternalArangoCollection.java,final VPackSlice next = iterator.next();,if (iterator != null ) final VPackSlice next = iterator.next();
InternalArangoCollection.java,final VPackSlice body = response.getBody();,if (response != null ) final VPackSlice body = response.getBody();
InternalArangoCollection.java,final VPackSlice next = iterator.next();,if (iterator != null ) final VPackSlice next = iterator.next();
InternalArangoCollection.java,final VPackSlice body = response.getBody();,if (response != null ) final VPackSlice body = response.getBody();
InternalArangoCollection.java,final VPackSlice body = response.getBody();,if (response != null ) final VPackSlice body = response.getBody();
InternalArangoCollection.java,final VPackSlice next = iterator.next();,if (iterator != null ) final VPackSlice next = iterator.next();
InternalArangoCollection.java,final VPackSlice body = response.getBody();,if (response != null ) final VPackSlice body = response.getBody();
InternalArangoCollection.java,final Boolean keepNull = params.getKeepNull();,if (params != null ) final Boolean keepNull = params.getKeepNull();
InternalArangoCollection.java,final VPackSlice body = response.getBody();,if (response != null ) final VPackSlice body = response.getBody();
InternalArangoCollection.java,final VPackSlice next = iterator.next();,if (iterator != null ) final VPackSlice next = iterator.next();
InternalArangoCollection.java,final VPackSlice body = response.getBody();,if (response != null ) final VPackSlice body = response.getBody();
InternalArangoCollection.java,final VPackSlice body = response.getBody();,if (response != null ) final VPackSlice body = response.getBody();
InternalArangoCollection.java,final VPackSlice next = iterator.next();,if (iterator != null ) final VPackSlice next = iterator.next();
InternalArangoCollection.java,final VPackSlice body = response.getBody();,if (response != null ) final VPackSlice body = response.getBody();
ArangoCollectionTest.java,final BaseDocument baseDocument = doc.getNew();,if (doc != null ) final BaseDocument baseDocument = doc.getNew();
ArangoCollectionTest.java,final BaseDocument first = values.iterator().next();,if (values != null ) final BaseDocument first = values.iterator().next();
ArangoCollectionTest.java,final BaseDocument first = values.iterator().next();,if (values != null ) final BaseDocument first = values.iterator().next();
ArangoCollectionTest.java,final CollectionPropertiesEntity properties = db.collection(collection).getProperties();,if (db != null ) final CollectionPropertiesEntity properties = db.collection(collection).getProperties();
ArangoCursor.java,id = result.getId();,if (result != null ) id = result.getId();
ArangoCursor.java,final Extras extra = iterator.getResult().getExtra();,if (iterator != null ) final Extras extra = iterator.getResult().getExtra();
ArangoCursor.java,final Extras extra = iterator.getResult().getExtra();,if (iterator != null ) final Extras extra = iterator.getResult().getExtra();
ArangoCursor.java,final Boolean cached = iterator.getResult().getCached();,if (iterator != null ) final Boolean cached = iterator.getResult().getCached();
ArangoDB.java,vpackBuilder = new VPack.Builder();,if (VPack != null ) vpackBuilder = new VPack.Builder();
ArangoDB.java,vpackParserBuilder = new VPackParser.Builder();,if (VPackParser != null ) vpackParserBuilder = new VPackParser.Builder();
ArangoDB.java,final VPack vpacker = vpackBuilder.serializeNullValues(false).build();,if (vpackBuilder != null ) final VPack vpacker = vpackBuilder.serializeNullValues(false).build();
ArangoDB.java,final VPack vpackerNull = vpackBuilder.serializeNullValues(true).build();,if (vpackBuilder != null ) final VPack vpackerNull = vpackBuilder.serializeNullValues(true).build();
ArangoDB.java,final VPackParser vpackParser = vpackParserBuilder.build();,if (vpackParserBuilder != null ) final VPackParser vpackParser = vpackParserBuilder.build();
ArangoSerializationTest.java,util = arangoDB.util();,if (arangoDB != null ) util = arangoDB.util();
InternalArangoDatabase.java,final VPackSlice body = response.getBody();,if (response != null ) final VPackSlice body = response.getBody();
InternalArangoDatabase.java,final VPackSlice body = response.getBody();,if (response != null ) final VPackSlice body = response.getBody();
InternalArangoDatabase.java,final VPackSlice body = response.getBody();,if (response != null ) final VPackSlice body = response.getBody();
InternalArangoDatabase.java,final VPackSlice next = iterator.next();,if (iterator != null ) final VPackSlice next = iterator.next();
ArangoDatabaseTest.java,final ArangoDBVersion version = db.getVersion();,if (db != null ) final ArangoDBVersion version = db.getVersion();
ArangoDatabaseTest.java,final IndexEntity readResult = db.getIndex(createResult.getId());,if (db != null ) final IndexEntity readResult = db.getIndex(createResult.getId());
ArangoDatabaseTest.java,final String id = db.deleteIndex(createResult.getId());,if (db != null ) final String id = db.deleteIndex(createResult.getId());
ArangoDatabaseTest.java,QueryCachePropertiesEntity properties = db.getQueryCacheProperties();,if (db != null ) QueryCachePropertiesEntity properties = db.getQueryCacheProperties();
ArangoDatabaseTest.java,properties = db.getQueryCacheProperties();,if (db != null ) properties = db.getQueryCacheProperties();
ArangoDatabaseTest.java,QueryTrackingPropertiesEntity properties = db.getQueryTrackingProperties();,if (db != null ) QueryTrackingPropertiesEntity properties = db.getQueryTrackingProperties();
ArangoDatabaseTest.java,properties = db.getQueryTrackingProperties();,if (db != null ) properties = db.getQueryTrackingProperties();
ArangoDatabaseTest.java,final ExecutionPlan plan = explain.getPlan();,if (explain != null ) final ExecutionPlan plan = explain.getPlan();
ArangoDatabaseTest.java,final QueryEntity queryEntity = currentlyRunningQueries.iterator().next();,if (currentlyRunningQueries != null ) final QueryEntity queryEntity = currentlyRunningQueries.iterator().next();
ArangoDatabaseTest.java,final QueryTrackingPropertiesEntity properties = db.getQueryTrackingProperties();,if (db != null ) final QueryTrackingPropertiesEntity properties = db.getQueryTrackingProperties();
ArangoDatabaseTest.java,final Long slowQueryThreshold = properties.getSlowQueryThreshold();,if (properties != null ) final Long slowQueryThreshold = properties.getSlowQueryThreshold();
ArangoDatabaseTest.java,final QueryEntity queryEntity = slowQueries.iterator().next();,if (slowQueries != null ) final QueryEntity queryEntity = slowQueries.iterator().next();
ArangoDatabaseTest.java,final QueryEntity queryEntity = currentlyRunningQueries.iterator().next();,if (currentlyRunningQueries != null ) final QueryEntity queryEntity = currentlyRunningQueries.iterator().next();
ArangoDatabaseTest.java,final DatabaseEntity info = db.getInfo();,if (db != null ) final DatabaseEntity info = db.getInfo();
ArangoDatabaseTest.java,final String version = db.getVersion().getVersion();,if (db != null ) final String version = db.getVersion().getVersion();
HttpConnection.java,cm = new PoolingHttpClientConnectionManager(registryBuilder.build());,if (PoolingHttpClientConnectionManager(registryBuilder != null ) cm = new PoolingHttpClientConnectionManager(registryBuilder.build());
HttpConnection.java,client = builder.build();,if (builder != null ) client = builder.build();
HttpConnection.java,host = hostHandler.get();,if (hostHandler != null ) host = hostHandler.get();
HttpConnection.java,final HeaderElement he = it.nextElement();,if (it != null ) final HeaderElement he = it.nextElement();
HttpConnection.java,final String param = he.getName();,if (he != null ) final String param = he.getName();
HttpConnection.java,final String value = he.getValue();,if (he != null ) final String value = he.getValue();
HttpConnection.java,host = hostHandler.get();,if (hostHandler != null ) host = hostHandler.get();
HttpConnection.java,host = hostHandler.get();,if (hostHandler != null ) host = hostHandler.get();
HttpConnection.java,final VPackSlice body = request.getBody();,if (request != null ) final VPackSlice body = request.getBody();
HttpConnection.java,final String database = request.getDatabase();,if (request != null ) final String database = request.getDatabase();
HttpConnection.java,final HttpEntity entity = httpResponse.getEntity();,if (httpResponse != null ) final HttpEntity entity = httpResponse.getEntity();
HttpConnection.java,final String content = IOUtils.toString(entity.getContent());,if (IOUtils != null ) final String content = IOUtils.toString(entity.getContent());
FallbackHostHandler.java,final boolean inBound = index < hosts.size();,if (hosts != null ) final boolean inBound = index < hosts.size();
RandomHostHandler.java,current = fallback.get();,if (fallback != null ) current = fallback.get();
VstConnection.java,host = hostHandler.get();,if (hostHandler != null ) host = hostHandler.get();
VstConnection.java,host = hostHandler.get();,if (hostHandler != null ) host = hostHandler.get();
VstConnection.java,socket = sslContext.getSocketFactory().createSocket();,if (sslContext != null ) socket = sslContext.getSocketFactory().createSocket();
VstConnection.java,socket = SSLSocketFactory.getDefault().createSocket();,if (SSLSocketFactory != null ) socket = SSLSocketFactory.getDefault().createSocket();
VstConnection.java,socket = SocketFactory.getDefault().createSocket();,if (SocketFactory != null ) socket = SocketFactory.getDefault().createSocket();
VstConnection.java,outputStream = new BufferedOutputStream(socket.getOutputStream());,if (BufferedOutputStream(socket != null ) outputStream = new BufferedOutputStream(socket.getOutputStream());
VstConnection.java,inputStream = socket.getInputStream();,if (socket != null ) inputStream = socket.getInputStream();
VstConnection.java,host = hostHandler.get();,if (hostHandler != null ) host = hostHandler.get();
VstConnection.java,executor = Executors.newSingleThreadExecutor();,if (Executors != null ) executor = Executors.newSingleThreadExecutor();
VstConnection.java,final long openTime = new Date().getTime();,if (Date() != null ) final long openTime = new Date().getTime();
VstConnection.java,final int contentOffset = chunk.getContentOffset();,if (chunk != null ) final int contentOffset = chunk.getContentOffset();
VstConnection.java,final int contentLength = chunk.getContentLength();,if (chunk != null ) final int contentLength = chunk.getContentLength();
VstConnection.java,final VPackSlice head = message.getHead();,if (message != null ) final VPackSlice head = message.getHead();
VstConnection.java,final int headLength = head.getByteSize();,if (head != null ) final int headLength = head.getByteSize();
VstConnection.java,final VPackSlice body = message.getBody();,if (message != null ) final VPackSlice body = message.getBody();
VstConnection.java,final long messageLength = chunk.getMessageLength();,if (chunk != null ) final long messageLength = chunk.getMessageLength();
VstConnection.java,final int length = chunkHeadBuffer.getInt();,if (chunkHeadBuffer != null ) final int length = chunkHeadBuffer.getInt();
VstConnection.java,final int chunkX = chunkHeadBuffer.getInt();,if (chunkHeadBuffer != null ) final int chunkX = chunkHeadBuffer.getInt();
