Filename,Buggy/Deleted,Fixed/Added
QueryllSQLQueryTransformer.java,String groupClassName = Type.getInternalName(aggregate.getClass());,if (Type != null ) String groupClassName = Type.getInternalName(aggregate.getClass());
QueryllSQLQueryTransformer.java,String className = Type.getInternalName(sorterLambda.getClass());,if (Type != null ) String className = Type.getInternalName(sorterLambda.getClass());
SymbExToSQLGenerator.java,SQLColumnValues sql = new SQLColumnValues(new SQLReader.IntegerSQLReader());,if (SQLReader != null ) SQLColumnValues sql = new SQLColumnValues(new SQLReader.IntegerSQLReader());
SymbExToSQLGenerator.java,SQLColumnValues sql = new SQLColumnValues(new SQLReader.StringSQLReader());,if (SQLReader != null ) SQLColumnValues sql = new SQLColumnValues(new SQLReader.StringSQLReader());
SymbExToSQLGenerator.java,SQLColumnValues sql = new SQLColumnValues(new SQLReader.BooleanSQLReader());,if (SQLReader != null ) SQLColumnValues sql = new SQLColumnValues(new SQLReader.BooleanSQLReader());
SymbExToSQLGenerator.java,SQLColumnValues sql = new SQLColumnValues(new SQLReader.BooleanSQLReader());,if (SQLReader != null ) SQLColumnValues sql = new SQLColumnValues(new SQLReader.BooleanSQLReader());
SymbExToSQLGenerator.java,left = new SQLColumnValues(new SQLReader.BooleanSQLReader());,if (SQLReader != null ) left = new SQLColumnValues(new SQLReader.BooleanSQLReader());
SymbExToSQLGenerator.java,right = new SQLColumnValues(new SQLReader.BooleanSQLReader());,if (SQLReader != null ) right = new SQLColumnValues(new SQLReader.BooleanSQLReader());
SymbExToSQLGenerator.java,MethodSignature sig = val.getSignature();,if (val != null ) MethodSignature sig = val.getSignature();
SymbExToSQLGenerator.java,SQLColumnValues sql = new SQLColumnValues(new SQLReader.BooleanSQLReader());,if (SQLReader != null ) SQLColumnValues sql = new SQLColumnValues(new SQLReader.BooleanSQLReader());
SymbExToSQLGenerator.java,MethodSignature sig = val.getSignature();,if (val != null ) MethodSignature sig = val.getSignature();
SymbExToSQLGenerator.java,SQLColumnValues sql = new SQLColumnValues(new SQLReader.BooleanSQLReader());,if (SQLReader != null ) SQLColumnValues sql = new SQLColumnValues(new SQLReader.BooleanSQLReader());
SymbExToSQLGenerator.java,EntityManagerBackdoor em = lambdaContext.joins.getEntityManager();,if (lambdaContext != null ) EntityManagerBackdoor em = lambdaContext.joins.getEntityManager();
SymbExToSubQueryGenerator.java,MethodSignature sig = val.getSignature();,if (val != null ) MethodSignature sig = val.getSignature();
SymbExToSubQueryGenerator.java,String entityName = entitySupplier.entityClass();,if (entitySupplier != null ) String entityName = entitySupplier.entityClass();
Customer.java,ResultSet rs = stmt.executeQuery();,if (stmt != null ) ResultSet rs = stmt.executeQuery();
Customer.java,copy.purchases = purchases.comparisonClone();,if (purchases != null ) copy.purchases = purchases.comparisonClone();
EntityManager.java,DBSet<Supplier> added = obj.getSuppliers().comparisonClone();,if (obj != null ) DBSet<Supplier> added = obj.getSuppliers().comparisonClone();
EntityManager.java,linksql = linksql + entry.getKey();,if (entry != null ) linksql = linksql + entry.getKey();
EntityManager.java,sql = sql + entry.getKey();,if (entry != null ) sql = sql + entry.getKey();
EntityManager.java,obj = ref.get();,if (ref != null ) obj = ref.get();
EntityManager.java,obj = ref.get();,if (ref != null ) obj = ref.get();
EntityManager.java,sql = sql + entry.getKey();,if (entry != null ) sql = sql + entry.getKey();
EntityManager.java,obj = ref.get();,if (ref != null ) obj = ref.get();
EntityManager.java,obj = ref.get();,if (ref != null ) obj = ref.get();
EntityManager.java,sql = sql + entry.getKey();,if (entry != null ) sql = sql + entry.getKey();
EntityManager.java,obj = ref.get();,if (ref != null ) obj = ref.get();
EntityManager.java,obj = ref.get();,if (ref != null ) obj = ref.get();
EntityManager.java,sql = sql + entry.getKey();,if (entry != null ) sql = sql + entry.getKey();
EntityManager.java,obj = ref.get();,if (ref != null ) obj = ref.get();
EntityManager.java,obj = ref.get();,if (ref != null ) obj = ref.get();
EntityManager.java,sql = sql + entry.getKey();,if (entry != null ) sql = sql + entry.getKey();
EntityManager.java,obj = ref.get();,if (ref != null ) obj = ref.get();
EntityManager.java,obj = ref.get();,if (ref != null ) obj = ref.get();
EntityManager.java,sql = sql + entry.getKey();,if (entry != null ) sql = sql + entry.getKey();
EntityManager.java,obj = ref.get();,if (ref != null ) obj = ref.get();
EntityManager.java,obj = ref.get();,if (ref != null ) obj = ref.get();
Item.java,ResultSet rs = stmt.executeQuery();,if (stmt != null ) ResultSet rs = stmt.executeQuery();
Item.java,ResultSet rs = stmt.executeQuery();,if (stmt != null ) ResultSet rs = stmt.executeQuery();
Item.java,copy.suppliers = suppliers.comparisonClone();,if (suppliers != null ) copy.suppliers = suppliers.comparisonClone();
Item.java,copy.orders = orders.comparisonClone();,if (orders != null ) copy.orders = orders.comparisonClone();
LineOrder.java,ResultSet rs = stmt.executeQuery();,if (stmt != null ) ResultSet rs = stmt.executeQuery();
LineOrder.java,ResultSet rs = stmt.executeQuery();,if (stmt != null ) ResultSet rs = stmt.executeQuery();
Sale.java,ResultSet rs = stmt.executeQuery();,if (stmt != null ) ResultSet rs = stmt.executeQuery();
Sale.java,ResultSet rs = stmt.executeQuery();,if (stmt != null ) ResultSet rs = stmt.executeQuery();
Sale.java,copy.saleLine = saleLine.comparisonClone();,if (saleLine != null ) copy.saleLine = saleLine.comparisonClone();
Supplier.java,ResultSet rs = stmt.executeQuery();,if (stmt != null ) ResultSet rs = stmt.executeQuery();
Supplier.java,copy.supplies = supplies.comparisonClone();,if (supplies != null ) copy.supplies = supplies.comparisonClone();
JinqStreamTest.java,em = db.begin();,if (db != null ) em = db.begin();
AggregateTransform.java,aggregatedExpr = sfw.cols.getOnlyColumn();,if (sfw != null ) aggregatedExpr = sfw.cols.getOnlyColumn();
AggregateTransform.java,SelectFromWhere<U> toReturn = (SelectFromWhere<U>)sfw.shallowCopy();,if ((SelectFromWhere<U>)sfw != null ) SelectFromWhere<U> toReturn = (SelectFromWhere<U>)sfw.shallowCopy();
AggregateTransform.java,aggregatedExpr = returnExpr.getOnlyColumn();,if (returnExpr != null ) aggregatedExpr = returnExpr.getOnlyColumn();
AggregateTransform.java,aggregatedExpression = returnExpr.getOnlyColumn();,if (returnExpr != null ) aggregatedExpression = returnExpr.getOnlyColumn();
CountTransform.java,SelectFromWhere<U> toReturn = (SelectFromWhere<U>)sfw.shallowCopy();,if ((SelectFromWhere<U>)sfw != null ) SelectFromWhere<U> toReturn = (SelectFromWhere<U>)sfw.shallowCopy();
QueryList.java,QueryComposerWithLists<T> newComposer = (QueryComposerWithLists<T>)queryComposer.unique();,if ((QueryComposerWithLists<T>)queryComposer != null ) QueryComposerWithLists<T> newComposer = (QueryComposerWithLists<T>)queryComposer.unique();
QueryJinqStream.java,QueryComposer<T> newComposer = queryComposer.unique();,if (queryComposer != null ) QueryComposer<T> newComposer = queryComposer.unique();
SelectTransform.java,int numPaths = lambda.symbolicAnalysis.paths.size();,if (lambda != null ) int numPaths = lambda.symbolicAnalysis.paths.size();
SelectTransform.java,CaseWhenExpression.ConditionResult c = new CaseWhenExpression.ConditionResult();,if (CaseWhenExpression != null ) CaseWhenExpression.ConditionResult c = new CaseWhenExpression.ConditionResult();
SelectTransform.java,CaseWhenExpression.ConditionResult c = new CaseWhenExpression.ConditionResult();,if (CaseWhenExpression != null ) CaseWhenExpression.ConditionResult c = new CaseWhenExpression.ConditionResult();
WhereTransform.java,Expression expr = col.getOnlyColumn();,if (col != null ) Expression expr = col.getOnlyColumn();
Main.java,EntityManager em = db.begin();,if (db != null ) EntityManager em = db.begin();
WhereTransform.java,Expression returnExpr = returnColumns.getOnlyColumn();,if (returnColumns != null ) Expression returnExpr = returnColumns.getOnlyColumn();
WhereTransform.java,Expression expr = col.getOnlyColumn();,if (col != null ) Expression expr = col.getOnlyColumn();
NonQueryJinqStream.java,taken = inputQueues[idx].take();,if (inputQueues[idx] != null ) taken = inputQueues[idx].take();
AggregateTransform.java,aggregateFunction = type.name();,if (type != null ) aggregateFunction = type.name();
MultiAggregateTransform.java,readers[n] = aggregatedQueryEntries[n].getRowReader();,if (aggregatedQueryEntries[n] != null ) readers[n] = aggregatedQueryEntries[n].getRowReader();
SymbExToAggregationSubQuery.java,int index = val.getIndex();,if (val != null ) int index = val.getIndex();
SymbExToAggregationSubQuery.java,MethodSignature sig = val.getSignature();,if (val != null ) MethodSignature sig = val.getSignature();
JinqJPATest.java,List<String> results = customers.toList();,if (customers != null ) List<String> results = customers.toList();
JinqJPATest.java,List<Integer> results = customers.toList();,if (customers != null ) List<Integer> results = customers.toList();
JinqJPATest.java,List<Integer> results = customers.toList();,if (customers != null ) List<Integer> results = customers.toList();
JinqJPATest.java,List<Customer> results = customers.toList();,if (customers != null ) List<Customer> results = customers.toList();
JinqJPATest.java,EntityManager em = entityManagerFactory.createEntityManager();,if (entityManagerFactory != null ) EntityManager em = entityManagerFactory.createEntityManager();
JinqJPATest.java,em = entityManagerFactory.createEntityManager();,if (entityManagerFactory != null ) em = entityManagerFactory.createEntityManager();
JinqJPATypesTest.java,EntityManager em = entityManagerFactory.createEntityManager();,if (entityManagerFactory != null ) EntityManager em = entityManagerFactory.createEntityManager();
JinqJPATypesTest.java,em = entityManagerFactory.createEntityManager();,if (entityManagerFactory != null ) em = entityManagerFactory.createEntityManager();
JinqJPAWhereTest.java,EntityManager em = entityManagerFactory.createEntityManager();,if (entityManagerFactory != null ) EntityManager em = entityManagerFactory.createEntityManager();
JinqJPAWhereTest.java,em = entityManagerFactory.createEntityManager();,if (entityManagerFactory != null ) em = entityManagerFactory.createEntityManager();
WhereTransform.java,TypedValue returnVal = PathAnalysisSimplifier.simplifyBoolean(path.getReturnValue());,if (PathAnalysisSimplifier != null ) TypedValue returnVal = PathAnalysisSimplifier.simplifyBoolean(path.getReturnValue());
WhereTransform.java,TypedValue returnVal = PathAnalysisSimplifier.simplifyBoolean(path.getReturnValue());,if (PathAnalysisSimplifier != null ) TypedValue returnVal = PathAnalysisSimplifier.simplifyBoolean(path.getReturnValue());
JinqJPATest.java,Calendar val = Calendar.getInstance();,if (Calendar != null ) Calendar val = Calendar.getInstance();
JinqJPATest.java,List<String> results = customers.toList();,if (customers != null ) List<String> results = customers.toList();
JinqJPATest.java,List<Customer> results = customers.toList();,if (customers != null ) List<Customer> results = customers.toList();
JinqJPATest.java,List<Customer> results = customers.toList();,if (customers != null ) List<Customer> results = customers.toList();
JinqJPATest.java,List<Customer> results = customers.toList();,if (customers != null ) List<Customer> results = customers.toList();
JinqJPATest.java,List<Customer> results = customers.toList();,if (customers != null ) List<Customer> results = customers.toList();
JinqJPATest.java,List<Customer> results = customers.toList();,if (customers != null ) List<Customer> results = customers.toList();
JinqJPATest.java,List<String> results = customers.toList();,if (customers != null ) List<String> results = customers.toList();
JinqJPATest.java,List<Customer> results = customers.toList();,if (customers != null ) List<Customer> results = customers.toList();
JinqJPATest.java,List<Sale> results = sales.toList();,if (sales != null ) List<Sale> results = sales.toList();
TempTest.java,EntityManager em = entityManagerFactory.createEntityManager();,if (entityManagerFactory != null ) EntityManager em = entityManagerFactory.createEntityManager();
WhereTransform.java,TypedValue returnVal = path.getSimplifiedBooleanReturnValue();,if (path != null ) TypedValue returnVal = path.getSimplifiedBooleanReturnValue();
WhereTransform.java,TypedValue returnVal = path.getSimplifiedBooleanReturnValue();,if (path != null ) TypedValue returnVal = path.getSimplifiedBooleanReturnValue();
SampleMain.java,List<Customer> customerList = customers.toList();,if (customers != null ) List<Customer> customerList = customers.toList();
JPAQueryComposer.java,final Query q = em.createQuery(query.getQueryString());,if (em != null ) final Query q = em.createQuery(query.getQueryString());
SampleMain.java,EntityManager em = entityManagerFactory.createEntityManager();,if (entityManagerFactory != null ) EntityManager em = entityManagerFactory.createEntityManager();
JPAQueryComposer.java,Query q = em.createQuery(query.getQueryString());,if (em != null ) Query q = em.createQuery(query.getQueryString());
QueryList.java,QueryComposer<T> newComposer = queryComposer.unique();,if (queryComposer != null ) QueryComposer<T> newComposer = queryComposer.unique();
JinqJooqQuery.java,Condition cond = whereTransform.apply();,if (whereTransform != null ) Condition cond = whereTransform.apply();
JinqJPATest.java,EntityManager em = entityManagerFactory.createEntityManager();,if (entityManagerFactory != null ) EntityManager em = entityManagerFactory.createEntityManager();
SelectFromWhereLambdaArgumentHandler.java,Type t = val.getType();,if (val != null ) Type t = val.getType();
JPAQueryComposer.java,List<T> results = (List<T>)q.getResultList();,if ((List<T>)q != null ) List<T> results = (List<T>)q.getResultList();
WhereTransform.java,Expression returnExpr = returnColumns.getOnlyColumn();,if (returnColumns != null ) Expression returnExpr = returnColumns.getOnlyColumn();
WhereTransform.java,Expression returnExpr = translator.transform(path.getSimplifiedReturnValue());,if (translator != null ) Expression returnExpr = translator.transform(path.getSimplifiedReturnValue());
WhereTransform.java,Expression returnExpr = translator.transform(path.getSimplifiedReturnValue());,if (translator != null ) Expression returnExpr = translator.transform(path.getSimplifiedReturnValue());
TransformationClassAnalyzer.java,MethodAnalysisResults<T> analysis = pathAnalysisFactory.createMethodAnalysisResults();,if (pathAnalysisFactory != null ) MethodAnalysisResults<T> analysis = pathAnalysisFactory.createMethodAnalysisResults();
TransformationClassAnalyzer.java,PathAnalysisMethodChecker<T> methodChecker = pathAnalysisFactory.createMethodChecker();,if (pathAnalysisFactory != null ) PathAnalysisMethodChecker<T> methodChecker = pathAnalysisFactory.createMethodChecker();
JPABootstrapQueryComposer.java,List<T> results = (List<T>)q.getResultList();,if ((List<T>)q != null ) List<T> results = (List<T>)q.getResultList();
EntityManager.java,DBSet<Supplier> added = obj.getSuppliers().comparisonClone();,if (obj != null ) DBSet<Supplier> added = obj.getSuppliers().comparisonClone();
EntityManager.java,linksql = linksql + entry.getKey();,if (entry != null ) linksql = linksql + entry.getKey();
EntityManager.java,sql = sql + entry.getKey();,if (entry != null ) sql = sql + entry.getKey();
EntityManager.java,obj = ref.get();,if (ref != null ) obj = ref.get();
EntityManager.java,obj = ref.get();,if (ref != null ) obj = ref.get();
EntityManager.java,sql = sql + entry.getKey();,if (entry != null ) sql = sql + entry.getKey();
EntityManager.java,obj = ref.get();,if (ref != null ) obj = ref.get();
EntityManager.java,obj = ref.get();,if (ref != null ) obj = ref.get();
EntityManager.java,sql = sql + entry.getKey();,if (entry != null ) sql = sql + entry.getKey();
EntityManager.java,obj = ref.get();,if (ref != null ) obj = ref.get();
EntityManager.java,obj = ref.get();,if (ref != null ) obj = ref.get();
EntityManager.java,sql = sql + entry.getKey();,if (entry != null ) sql = sql + entry.getKey();
EntityManager.java,obj = ref.get();,if (ref != null ) obj = ref.get();
EntityManager.java,obj = ref.get();,if (ref != null ) obj = ref.get();
EntityManager.java,sql = sql + entry.getKey();,if (entry != null ) sql = sql + entry.getKey();
EntityManager.java,obj = ref.get();,if (ref != null ) obj = ref.get();
EntityManager.java,obj = ref.get();,if (ref != null ) obj = ref.get();
EntityManager.java,sql = sql + entry.getKey();,if (entry != null ) sql = sql + entry.getKey();
EntityManager.java,obj = ref.get();,if (ref != null ) obj = ref.get();
EntityManager.java,obj = ref.get();,if (ref != null ) obj = ref.get();
JinqStreamTest.java,EntityManager em = db.begin();,if (db != null ) EntityManager em = db.begin();
QuerySet.java,QuerySet<T> copy = (QuerySet<T>)super.clone();,if ((QuerySet<T>)super != null ) QuerySet<T> copy = (QuerySet<T>)super.clone();
QueryListRealizer.java,ResultSet rs = stmt.executeQuery();,if (stmt != null ) ResultSet rs = stmt.executeQuery();
