Filename,Buggy/Deleted,Fixed/Added
JavassistCompilerStrategy.java,compiledClass = byteCodeClass.toClass(sourceCode.getPackageNeighbour());,if (byteCodeClass != null ) compiledClass = byteCodeClass.toClass(sourceCode.getPackageNeighbour());
DateAndTimeConvertersTestCase.java,MapperFacade mapper = factory.getMapperFacade();,if (factory != null ) MapperFacade mapper = factory.getMapperFacade();
DateAndTimeConvertersTestCase.java,MapperFactory factory = MappingUtil.getMapperFactory();,if (MappingUtil != null ) MapperFactory factory = MappingUtil.getMapperFactory();
DateAndTimeConvertersTestCase.java,MapperFacade mapper = factory.getMapperFacade();,if (factory != null ) MapperFacade mapper = factory.getMapperFacade();
DateAndTimeConvertersTestCase.java,MapperFactory factory = MappingUtil.getMapperFactory();,if (MappingUtil != null ) MapperFactory factory = MappingUtil.getMapperFactory();
DateAndTimeConvertersTestCase.java,MapperFacade mapper = factory.getMapperFacade();,if (factory != null ) MapperFacade mapper = factory.getMapperFacade();
DateAndTimeConvertersTestCase.java,Time now = new Time(System.currentTimeMillis());,if (Time(System != null ) Time now = new Time(System.currentTimeMillis());
DateAndTimeConvertersTestCase.java,MapperFactory factory = MappingUtil.getMapperFactory();,if (MappingUtil != null ) MapperFactory factory = MappingUtil.getMapperFactory();
DateAndTimeConvertersTestCase.java,MapperFacade mapper = factory.getMapperFacade();,if (factory != null ) MapperFacade mapper = factory.getMapperFacade();
DateAndTimeConvertersTestCase.java,MapperFactory factory = MappingUtil.getMapperFactory();,if (MappingUtil != null ) MapperFactory factory = MappingUtil.getMapperFactory();
DateAndTimeConvertersTestCase.java,MapperFacade mapper = factory.getMapperFacade();,if (factory != null ) MapperFacade mapper = factory.getMapperFacade();
DateAndTimeConvertersTestCase.java,Time now = new Time(System.currentTimeMillis());,if (Time(System != null ) Time now = new Time(System.currentTimeMillis());
DateAndTimeConvertersTestCase.java,MapperFactory factory = MappingUtil.getMapperFactory();,if (MappingUtil != null ) MapperFactory factory = MappingUtil.getMapperFactory();
DateAndTimeConvertersTestCase.java,MapperFacade mapper = factory.getMapperFacade();,if (factory != null ) MapperFacade mapper = factory.getMapperFacade();
DateAndTimeConvertersTestCase.java,Calendar cal = Calendar.getInstance();,if (Calendar != null ) Calendar cal = Calendar.getInstance();
DateAndTimeConvertersTestCase.java,MapperFactory factory = MappingUtil.getMapperFactory();,if (MappingUtil != null ) MapperFactory factory = MappingUtil.getMapperFactory();
DateAndTimeConvertersTestCase.java,MapperFacade mapper = factory.getMapperFacade();,if (factory != null ) MapperFacade mapper = factory.getMapperFacade();
DateAndTimeConvertersTestCase.java,long now = System.currentTimeMillis();,if (System != null ) long now = System.currentTimeMillis();
DateAndTimeConvertersTestCase.java,MapperFactory factory = MappingUtil.getMapperFactory();,if (MappingUtil != null ) MapperFactory factory = MappingUtil.getMapperFactory();
DateAndTimeConvertersTestCase.java,MapperFacade mapper = factory.getMapperFacade();,if (factory != null ) MapperFacade mapper = factory.getMapperFacade();
DateAndTimeConvertersTestCase.java,long now = System.currentTimeMillis();,if (System != null ) long now = System.currentTimeMillis();
DateAndTimeConvertersTestCase.java,MapperFactory factory = MappingUtil.getMapperFactory();,if (MappingUtil != null ) MapperFactory factory = MappingUtil.getMapperFactory();
DateAndTimeConvertersTestCase.java,MapperFacade mapper = factory.getMapperFacade();,if (factory != null ) MapperFacade mapper = factory.getMapperFacade();
DateAndTimeConvertersTestCase.java,long now = System.currentTimeMillis();,if (System != null ) long now = System.currentTimeMillis();
DateAndTimeConvertersTestCase.java,MapperFactory factory = MappingUtil.getMapperFactory();,if (MappingUtil != null ) MapperFactory factory = MappingUtil.getMapperFactory();
DateAndTimeConvertersTestCase.java,MapperFacade mapper = factory.getMapperFacade();,if (factory != null ) MapperFacade mapper = factory.getMapperFacade();
DateAndTimeConvertersTestCase.java,long now = System.currentTimeMillis();,if (System != null ) long now = System.currentTimeMillis();
DateAndTimeConvertersTestCase.java,MapperFactory factory = MappingUtil.getMapperFactory();,if (MappingUtil != null ) MapperFactory factory = MappingUtil.getMapperFactory();
DateAndTimeConvertersTestCase.java,MapperFacade mapper = factory.getMapperFacade();,if (factory != null ) MapperFacade mapper = factory.getMapperFacade();
DateAndTimeConvertersTestCase.java,long now = System.currentTimeMillis();,if (System != null ) long now = System.currentTimeMillis();
DateAndTimeConvertersTestCase.java,MapperFactory factory = MappingUtil.getMapperFactory();,if (MappingUtil != null ) MapperFactory factory = MappingUtil.getMapperFactory();
DateAndTimeConvertersTestCase.java,MapperFacade mapper = factory.getMapperFacade();,if (factory != null ) MapperFacade mapper = factory.getMapperFacade();
DateAndTimeConvertersTestCase.java,long now = System.currentTimeMillis();,if (System != null ) long now = System.currentTimeMillis();
DateAndTimeConvertersTestCase.java,MapperFactory factory = MappingUtil.getMapperFactory();,if (MappingUtil != null ) MapperFactory factory = MappingUtil.getMapperFactory();
DateAndTimeConvertersTestCase.java,MapperFacade mapper = factory.getMapperFacade();,if (factory != null ) MapperFacade mapper = factory.getMapperFacade();
DateAndTimeConvertersTestCase.java,Timestamp now = new Timestamp(System.currentTimeMillis());,if (Timestamp(System != null ) Timestamp now = new Timestamp(System.currentTimeMillis());
DateAndTimeConvertersTestCase.java,MapperFactory factory = MappingUtil.getMapperFactory();,if (MappingUtil != null ) MapperFactory factory = MappingUtil.getMapperFactory();
DateAndTimeConvertersTestCase.java,MapperFacade mapper = factory.getMapperFacade();,if (factory != null ) MapperFacade mapper = factory.getMapperFacade();
DateAndTimeConvertersTestCase.java,Timestamp now = new Timestamp(System.currentTimeMillis());,if (Timestamp(System != null ) Timestamp now = new Timestamp(System.currentTimeMillis());
DateAndTimeConvertersTestCase.java,MapperFactory factory = MappingUtil.getMapperFactory();,if (MappingUtil != null ) MapperFactory factory = MappingUtil.getMapperFactory();
DateAndTimeConvertersTestCase.java,MapperFacade mapper = factory.getMapperFacade();,if (factory != null ) MapperFacade mapper = factory.getMapperFacade();
DateAndTimeConvertersTestCase.java,Timestamp now = new Timestamp(System.currentTimeMillis());,if (Timestamp(System != null ) Timestamp now = new Timestamp(System.currentTimeMillis());
DateAndTimeConvertersTestCase.java,MapperFactory factory = MappingUtil.getMapperFactory();,if (MappingUtil != null ) MapperFactory factory = MappingUtil.getMapperFactory();
DateAndTimeConvertersTestCase.java,MapperFacade mapper = factory.getMapperFacade();,if (factory != null ) MapperFacade mapper = factory.getMapperFacade();
DateAndTimeConvertersTestCase.java,Timestamp now = new Timestamp(System.currentTimeMillis());,if (Timestamp(System != null ) Timestamp now = new Timestamp(System.currentTimeMillis());
DateAndTimeConvertersTestCase.java,MapperFactory factory = MappingUtil.getMapperFactory();,if (MappingUtil != null ) MapperFactory factory = MappingUtil.getMapperFactory();
DateAndTimeConvertersTestCase.java,MapperFacade mapper = factory.getMapperFacade();,if (factory != null ) MapperFacade mapper = factory.getMapperFacade();
DateAndTimeConvertersTestCase.java,Timestamp now = new Timestamp(System.currentTimeMillis());,if (Timestamp(System != null ) Timestamp now = new Timestamp(System.currentTimeMillis());
FieldLevelConverterTestCase.java,MapperFactory factory = MappingUtil.getMapperFactory();,if (MappingUtil != null ) MapperFactory factory = MappingUtil.getMapperFactory();
FieldLevelConverterTestCase.java,ConverterFactory converterFactory = factory.getConverterFactory();,if (factory != null ) ConverterFactory converterFactory = factory.getConverterFactory();
FieldLevelConverterTestCase.java,MapperFacade mapperFacade = factory.getMapperFacade();,if (factory != null ) MapperFacade mapperFacade = factory.getMapperFacade();
FromStringConverterTestCase.java,MapperFactory factory = MappingUtil.getMapperFactory();,if (MappingUtil != null ) MapperFactory factory = MappingUtil.getMapperFactory();
FromStringConverterTestCase.java,MapperFacade mapper = factory.getMapperFacade();,if (factory != null ) MapperFacade mapper = factory.getMapperFacade();
FromStringConverterTestCase.java,MapperFactory factory = MappingUtil.getMapperFactory();,if (MappingUtil != null ) MapperFactory factory = MappingUtil.getMapperFactory();
FromStringConverterTestCase.java,MapperFacade mapper = factory.getMapperFacade();,if (factory != null ) MapperFacade mapper = factory.getMapperFacade();
FromStringConverterTestCase.java,MapperFactory factory = MappingUtil.getMapperFactory();,if (MappingUtil != null ) MapperFactory factory = MappingUtil.getMapperFactory();
FromStringConverterTestCase.java,MapperFacade mapper = factory.getMapperFacade();,if (factory != null ) MapperFacade mapper = factory.getMapperFacade();
NumericConvertersTestCase.java,MapperFactory factory = MappingUtil.getMapperFactory();,if (MappingUtil != null ) MapperFactory factory = MappingUtil.getMapperFactory();
NumericConvertersTestCase.java,MapperFacade mapper = factory.getMapperFacade();,if (factory != null ) MapperFacade mapper = factory.getMapperFacade();
NumericConvertersTestCase.java,MapperFactory factory = MappingUtil.getMapperFactory();,if (MappingUtil != null ) MapperFactory factory = MappingUtil.getMapperFactory();
NumericConvertersTestCase.java,MapperFacade mapper = factory.getMapperFacade();,if (factory != null ) MapperFacade mapper = factory.getMapperFacade();
NumericConvertersTestCase.java,MapperFactory factory = MappingUtil.getMapperFactory();,if (MappingUtil != null ) MapperFactory factory = MappingUtil.getMapperFactory();
NumericConvertersTestCase.java,MapperFacade mapper = factory.getMapperFacade();,if (factory != null ) MapperFacade mapper = factory.getMapperFacade();
NumericConvertersTestCase.java,MapperFactory factory = MappingUtil.getMapperFactory();,if (MappingUtil != null ) MapperFactory factory = MappingUtil.getMapperFactory();
NumericConvertersTestCase.java,MapperFacade mapper = factory.getMapperFacade();,if (factory != null ) MapperFacade mapper = factory.getMapperFacade();
NumericConvertersTestCase.java,MapperFactory factory = MappingUtil.getMapperFactory();,if (MappingUtil != null ) MapperFactory factory = MappingUtil.getMapperFactory();
NumericConvertersTestCase.java,MapperFacade mapper = factory.getMapperFacade();,if (factory != null ) MapperFacade mapper = factory.getMapperFacade();
NumericConvertersTestCase.java,MapperFactory factory = MappingUtil.getMapperFactory();,if (MappingUtil != null ) MapperFactory factory = MappingUtil.getMapperFactory();
NumericConvertersTestCase.java,MapperFacade mapper = factory.getMapperFacade();,if (factory != null ) MapperFacade mapper = factory.getMapperFacade();
NumericConvertersTestCase.java,MapperFactory factory = MappingUtil.getMapperFactory();,if (MappingUtil != null ) MapperFactory factory = MappingUtil.getMapperFactory();
NumericConvertersTestCase.java,MapperFacade mapper = factory.getMapperFacade();,if (factory != null ) MapperFacade mapper = factory.getMapperFacade();
NumericConvertersTestCase.java,MapperFactory factory = MappingUtil.getMapperFactory();,if (MappingUtil != null ) MapperFactory factory = MappingUtil.getMapperFactory();
NumericConvertersTestCase.java,MapperFacade mapper = factory.getMapperFacade();,if (factory != null ) MapperFacade mapper = factory.getMapperFacade();
NumericConvertersTestCase.java,MapperFactory factory = MappingUtil.getMapperFactory();,if (MappingUtil != null ) MapperFactory factory = MappingUtil.getMapperFactory();
NumericConvertersTestCase.java,MapperFacade mapper = factory.getMapperFacade();,if (factory != null ) MapperFacade mapper = factory.getMapperFacade();
NumericConvertersTestCase.java,MapperFactory factory = MappingUtil.getMapperFactory();,if (MappingUtil != null ) MapperFactory factory = MappingUtil.getMapperFactory();
NumericConvertersTestCase.java,MapperFacade mapper = factory.getMapperFacade();,if (factory != null ) MapperFacade mapper = factory.getMapperFacade();
NumericConvertersTestCase.java,MapperFactory factory = MappingUtil.getMapperFactory();,if (MappingUtil != null ) MapperFactory factory = MappingUtil.getMapperFactory();
NumericConvertersTestCase.java,MapperFacade mapper = factory.getMapperFacade();,if (factory != null ) MapperFacade mapper = factory.getMapperFacade();
NumericConvertersTestCase.java,MapperFactory factory = MappingUtil.getMapperFactory();,if (MappingUtil != null ) MapperFactory factory = MappingUtil.getMapperFactory();
NumericConvertersTestCase.java,MapperFacade mapper = factory.getMapperFacade();,if (factory != null ) MapperFacade mapper = factory.getMapperFacade();
NumericConvertersTestCase.java,MapperFactory factory = MappingUtil.getMapperFactory();,if (MappingUtil != null ) MapperFactory factory = MappingUtil.getMapperFactory();
NumericConvertersTestCase.java,MapperFacade mapper = factory.getMapperFacade();,if (factory != null ) MapperFacade mapper = factory.getMapperFacade();
NumericConvertersTestCase.java,MapperFactory factory = MappingUtil.getMapperFactory();,if (MappingUtil != null ) MapperFactory factory = MappingUtil.getMapperFactory();
NumericConvertersTestCase.java,MapperFacade mapper = factory.getMapperFacade();,if (factory != null ) MapperFacade mapper = factory.getMapperFacade();
NumericConvertersTestCase.java,MapperFactory factory = MappingUtil.getMapperFactory();,if (MappingUtil != null ) MapperFactory factory = MappingUtil.getMapperFactory();
NumericConvertersTestCase.java,MapperFacade mapper = factory.getMapperFacade();,if (factory != null ) MapperFacade mapper = factory.getMapperFacade();
NumericConvertersTestCase.java,MapperFactory factory = MappingUtil.getMapperFactory();,if (MappingUtil != null ) MapperFactory factory = MappingUtil.getMapperFactory();
NumericConvertersTestCase.java,MapperFacade mapper = factory.getMapperFacade();,if (factory != null ) MapperFacade mapper = factory.getMapperFacade();
NumericConvertersTestCase.java,MapperFactory factory = MappingUtil.getMapperFactory();,if (MappingUtil != null ) MapperFactory factory = MappingUtil.getMapperFactory();
NumericConvertersTestCase.java,MapperFacade mapper = factory.getMapperFacade();,if (factory != null ) MapperFacade mapper = factory.getMapperFacade();
NumericConvertersTestCase.java,MapperFactory factory = MappingUtil.getMapperFactory();,if (MappingUtil != null ) MapperFactory factory = MappingUtil.getMapperFactory();
NumericConvertersTestCase.java,MapperFacade mapper = factory.getMapperFacade();,if (factory != null ) MapperFacade mapper = factory.getMapperFacade();
NumericConvertersTestCase.java,MapperFactory factory = MappingUtil.getMapperFactory();,if (MappingUtil != null ) MapperFactory factory = MappingUtil.getMapperFactory();
NumericConvertersTestCase.java,MapperFacade mapper = factory.getMapperFacade();,if (factory != null ) MapperFacade mapper = factory.getMapperFacade();
NumericConvertersTestCase.java,MapperFactory factory = MappingUtil.getMapperFactory();,if (MappingUtil != null ) MapperFactory factory = MappingUtil.getMapperFactory();
NumericConvertersTestCase.java,MapperFacade mapper = factory.getMapperFacade();,if (factory != null ) MapperFacade mapper = factory.getMapperFacade();
NumericConvertersTestCase.java,MapperFactory factory = MappingUtil.getMapperFactory();,if (MappingUtil != null ) MapperFactory factory = MappingUtil.getMapperFactory();
NumericConvertersTestCase.java,MapperFacade mapper = factory.getMapperFacade();,if (factory != null ) MapperFacade mapper = factory.getMapperFacade();
NumericConvertersTestCase.java,MapperFactory factory = MappingUtil.getMapperFactory();,if (MappingUtil != null ) MapperFactory factory = MappingUtil.getMapperFactory();
NumericConvertersTestCase.java,MapperFacade mapper = factory.getMapperFacade();,if (factory != null ) MapperFacade mapper = factory.getMapperFacade();
NumericConvertersTestCase.java,MapperFactory factory = MappingUtil.getMapperFactory();,if (MappingUtil != null ) MapperFactory factory = MappingUtil.getMapperFactory();
NumericConvertersTestCase.java,MapperFacade mapper = factory.getMapperFacade();,if (factory != null ) MapperFacade mapper = factory.getMapperFacade();
NumericConvertersTestCase.java,MapperFactory factory = MappingUtil.getMapperFactory();,if (MappingUtil != null ) MapperFactory factory = MappingUtil.getMapperFactory();
NumericConvertersTestCase.java,MapperFacade mapper = factory.getMapperFacade();,if (factory != null ) MapperFacade mapper = factory.getMapperFacade();
PassThroughConverterTestCase.java,MapperFactory factory = MappingUtil.getMapperFactory();,if (MappingUtil != null ) MapperFactory factory = MappingUtil.getMapperFactory();
PassThroughConverterTestCase.java,MapperFactory factory = MappingUtil.getMapperFactory();,if (MappingUtil != null ) MapperFactory factory = MappingUtil.getMapperFactory();
PassThroughConverterTestCase.java,MapperFactory factory = MappingUtil.getMapperFactory();,if (MappingUtil != null ) MapperFactory factory = MappingUtil.getMapperFactory();
PrimitiveConversionTestCase.java,MapperFactory factory = MappingUtil.getMapperFactory();,if (MappingUtil != null ) MapperFactory factory = MappingUtil.getMapperFactory();
ToStringConverterTestCase.java,MapperFacade mapper = factory.getMapperFacade();,if (factory != null ) MapperFacade mapper = factory.getMapperFacade();
ToStringConverterTestCase.java,MapperFactory factory = MappingUtil.getMapperFactory();,if (MappingUtil != null ) MapperFactory factory = MappingUtil.getMapperFactory();
ToStringConverterTestCase.java,MapperFacade mapper = factory.getMapperFacade();,if (factory != null ) MapperFacade mapper = factory.getMapperFacade();
PolicyElementsTestCase.java,MapperFactory factory = MappingUtil.getMapperFactory();,if (MappingUtil != null ) MapperFactory factory = MappingUtil.getMapperFactory();
CustomConverterTestCase.java,MapperFactory factory = MappingUtil.getMapperFactory();,if (MappingUtil != null ) MapperFactory factory = MappingUtil.getMapperFactory();
CustomConverterTestCase.java,MapperFactory factory = MappingUtil.getMapperFactory();,if (MappingUtil != null ) MapperFactory factory = MappingUtil.getMapperFactory();
CustomMappingTestCase.java,MapperFactory factory = MappingUtil.getMapperFactory();,if (MappingUtil != null ) MapperFactory factory = MappingUtil.getMapperFactory();
CustomMappingTestCase.java,MapperFactory factory = MappingUtil.getMapperFactory();,if (MappingUtil != null ) MapperFactory factory = MappingUtil.getMapperFactory();
EnumsTestCase.java,MapperFactory factory = MappingUtil.getMapperFactory();,if (MappingUtil != null ) MapperFactory factory = MappingUtil.getMapperFactory();
EnumsTestCase.java,MapperFacade mapper = factory.getMapperFacade();,if (factory != null ) MapperFacade mapper = factory.getMapperFacade();
EnumsTestCase.java,MapperFactory factory = MappingUtil.getMapperFactory();,if (MappingUtil != null ) MapperFactory factory = MappingUtil.getMapperFactory();
EnumsTestCase.java,MapperFacade mapper = factory.getMapperFacade();,if (factory != null ) MapperFacade mapper = factory.getMapperFacade();
EnumsTestCase.java,MapperFactory factory = MappingUtil.getMapperFactory();,if (MappingUtil != null ) MapperFactory factory = MappingUtil.getMapperFactory();
EnumsTestCase.java,MapperFacade mapper = factory.getMapperFacade();,if (factory != null ) MapperFacade mapper = factory.getMapperFacade();
EnumsTestCase.java,MapperFactory factory = MappingUtil.getMapperFactory();,if (MappingUtil != null ) MapperFactory factory = MappingUtil.getMapperFactory();
EnumsTestCase.java,MapperFacade mapper = factory.getMapperFacade();,if (factory != null ) MapperFacade mapper = factory.getMapperFacade();
DefaultMapperFactoryExtensibilityTestCase.java,mapperFacadeProxy = TracingMapperFacade.proxyFor(super.getMapperFacade());,if (TracingMapperFacade != null ) mapperFacadeProxy = TracingMapperFacade.proxyFor(super.getMapperFacade());
DefaultMapperFactoryExtensibilityTestCase.java,long start = System.currentTimeMillis();,if (System != null ) long start = System.currentTimeMillis();
MappingContextFactoryExtensibilityTestCase.java,MyMappingContext.Factory contextFactory = new MyMappingContext.Factory();,if (MyMappingContext != null ) MyMappingContext.Factory contextFactory = new MyMappingContext.Factory();
MappingContextFactoryExtensibilityTestCase.java,MyMappingContext.Factory contextFactory = new MyMappingContext.Factory();,if (MyMappingContext != null ) MyMappingContext.Factory contextFactory = new MyMappingContext.Factory();
MappingContextFactoryExtensibilityTestCase.java,MyMappingContext.Factory contextFactory = new MyMappingContext.Factory();,if (MyMappingContext != null ) MyMappingContext.Factory contextFactory = new MyMappingContext.Factory();
MappingContextFactoryExtensibilityTestCase.java,MyMappingContext.Factory contextFactory = new MyMappingContext.Factory();,if (MyMappingContext != null ) MyMappingContext.Factory contextFactory = new MyMappingContext.Factory();
MappingContextFactoryExtensibilityTestCase.java,MyMappingContext.Factory contextFactory = new MyMappingContext.Factory();,if (MyMappingContext != null ) MyMappingContext.Factory contextFactory = new MyMappingContext.Factory();
MappingContextFactoryExtensibilityTestCase.java,Parent susi = (Parent) mapped.getDependsOn();,if (mapped != null ) Parent susi = (Parent) mapped.getDependsOn();
PooledInstancesTestCase.java,MyMapperFactory factory = new MyMapperFactory.Builder().build();,if (MyMapperFactory != null ) MyMapperFactory factory = new MyMapperFactory.Builder().build();
PropertyResolverExtensibilityTestCase.java,MapperFacade mapper = factory.getMapperFacade();,if (factory != null ) MapperFacade mapper = factory.getMapperFacade();
FavorsExtensionTestCase.java,MapperFactory factory = MappingUtil.getMapperFactory();,if (MappingUtil != null ) MapperFactory factory = MappingUtil.getMapperFactory();
FavorsExtensionTestCase.java,MapperFacade mapper = factory.getMapperFacade();,if (factory != null ) MapperFacade mapper = factory.getMapperFacade();
FavorsExtensionTestCase.java,MapperFacade mapper = factory.getMapperFacade();,if (factory != null ) MapperFacade mapper = factory.getMapperFacade();
FavorsExtensionTestCase.java,MapperFacade mapper = factory.getMapperFacade();,if (factory != null ) MapperFacade mapper = factory.getMapperFacade();
FavorsExtensionTestCase.java,MapperFacade mapperFacade = factory.getMapperFacade();,if (factory != null ) MapperFacade mapperFacade = factory.getMapperFacade();
FavorsExtensionTestCase.java,MapperFactory factory = MappingUtil.getMapperFactory();,if (MappingUtil != null ) MapperFactory factory = MappingUtil.getMapperFactory();
FavorsExtensionTestCase.java,MapperFacade mapper = factory.getMapperFacade();,if (factory != null ) MapperFacade mapper = factory.getMapperFacade();
NestedExpressionTestCase.java,MapperFactory factory = MappingUtil.getMapperFactory();,if (MappingUtil != null ) MapperFactory factory = MappingUtil.getMapperFactory();
NestedPropertyTestCase.java,mapperFactory = MappingUtil.getMapperFactory();,if (MappingUtil != null ) mapperFactory = MappingUtil.getMapperFactory();
OverrideFieldNameTestCase.java,MapperFactory factory = MappingUtil.getMapperFactory();,if (MappingUtil != null ) MapperFactory factory = MappingUtil.getMapperFactory();
OverrideFieldNameTestCase.java,MapperFacade mapper = factory.getMapperFacade();,if (factory != null ) MapperFacade mapper = factory.getMapperFacade();
FilterTestCase.java,MapperFactory factory = MappingUtil.getMapperFactory();,if (MappingUtil != null ) MapperFactory factory = MappingUtil.getMapperFactory();
FilterTestCase.java,MapperFacade mapper = factory.getMapperFacade();,if (factory != null ) MapperFacade mapper = factory.getMapperFacade();
FilterTestCase.java,MapperFactory factory = MappingUtil.getMapperFactory();,if (MappingUtil != null ) MapperFactory factory = MappingUtil.getMapperFactory();
FilterTestCase.java,MapperFacade mapper = factory.getMapperFacade();,if (factory != null ) MapperFacade mapper = factory.getMapperFacade();
FilterTestCase.java,MapperFactory factory = MappingUtil.getMapperFactory();,if (MappingUtil != null ) MapperFactory factory = MappingUtil.getMapperFactory();
FilterTestCase.java,MapperFacade mapper = factory.getMapperFacade();,if (factory != null ) MapperFacade mapper = factory.getMapperFacade();
FilterTestCase.java,factory = MappingUtil.getMapperFactory();,if (MappingUtil != null ) factory = MappingUtil.getMapperFactory();
FilterTestCase.java,mapper = factory.getMapperFacade();,if (factory != null ) mapper = factory.getMapperFacade();
FilterTestCase.java,MapperFactory factory = MappingUtil.getMapperFactory();,if (MappingUtil != null ) MapperFactory factory = MappingUtil.getMapperFactory();
FilterTestCase.java,MapperFacade mapper = factory.getMapperFacade();,if (factory != null ) MapperFacade mapper = factory.getMapperFacade();
FilterTestCase.java,MapperFactory factory = MappingUtil.getMapperFactory();,if (MappingUtil != null ) MapperFactory factory = MappingUtil.getMapperFactory();
FilterTestCase.java,MapperFacade mapper = factory.getMapperFacade();,if (factory != null ) MapperFacade mapper = factory.getMapperFacade();
NestedPropertyFilterTest.java,MapperFactory factory = MappingUtil.getMapperFactory();,if (MappingUtil != null ) MapperFactory factory = MappingUtil.getMapperFactory();
NestedPropertyFilterTest.java,MapperFacade mapper = factory.getMapperFacade();,if (factory != null ) MapperFacade mapper = factory.getMapperFacade();
BeanToArrayGenerationTestCase.java,MapperFactory factory = MappingUtil.getMapperFactory();,if (MappingUtil != null ) MapperFactory factory = MappingUtil.getMapperFactory();
BeanToArrayGenerationTestCase.java,MapperFacade mapper = factory.getMapperFacade();,if (factory != null ) MapperFacade mapper = factory.getMapperFacade();
BeanToArrayGenerationTestCase.java,MapperFactory factory = MappingUtil.getMapperFactory();,if (MappingUtil != null ) MapperFactory factory = MappingUtil.getMapperFactory();
BeanToArrayGenerationTestCase.java,MapperFacade mapper = factory.getMapperFacade();,if (factory != null ) MapperFacade mapper = factory.getMapperFacade();
BeanToListGenerationTestCase.java,MapperFactory factory = MappingUtil.getMapperFactory();,if (MappingUtil != null ) MapperFactory factory = MappingUtil.getMapperFactory();
BeanToListGenerationTestCase.java,MapperFacade mapper = factory.getMapperFacade();,if (factory != null ) MapperFacade mapper = factory.getMapperFacade();
BeanToListGenerationTestCase.java,MapperFactory factory = MappingUtil.getMapperFactory();,if (MappingUtil != null ) MapperFactory factory = MappingUtil.getMapperFactory();
BeanToListGenerationTestCase.java,MapperFacade mapper = factory.getMapperFacade();,if (factory != null ) MapperFacade mapper = factory.getMapperFacade();
BeanToMapGenerationTestCase.java,MapperFactory factory = MappingUtil.getMapperFactory();,if (MappingUtil != null ) MapperFactory factory = MappingUtil.getMapperFactory();
BeanToMapGenerationTestCase.java,MapperFacade mapper = factory.getMapperFacade();,if (factory != null ) MapperFacade mapper = factory.getMapperFacade();
BeanToMapGenerationTestCase.java,MapperFactory factory = MappingUtil.getMapperFactory();,if (MappingUtil != null ) MapperFactory factory = MappingUtil.getMapperFactory();
BeanToMapGenerationTestCase.java,MapperFacade mapper = factory.getMapperFacade();,if (factory != null ) MapperFacade mapper = factory.getMapperFacade();
BeanToMapGenerationTestCase.java,PropertyResolverStrategy propertyResolver = UtilityResolver.getDefaultPropertyResolverStrategy();,if (UtilityResolver != null ) PropertyResolverStrategy propertyResolver = UtilityResolver.getDefaultPropertyResolverStrategy();
BeanToMapGenerationTestCase.java,MapperFactory factory = MappingUtil.getMapperFactory();,if (MappingUtil != null ) MapperFactory factory = MappingUtil.getMapperFactory();
BeanToMapGenerationTestCase.java,MapperFacade mapper = factory.getMapperFacade();,if (factory != null ) MapperFacade mapper = factory.getMapperFacade();
BeanToMapGenerationTestCase.java,MapperFactory factory = MappingUtil.getMapperFactory();,if (MappingUtil != null ) MapperFactory factory = MappingUtil.getMapperFactory();
BeanToMapGenerationTestCase.java,MapperFacade mapper = factory.getMapperFacade();,if (factory != null ) MapperFacade mapper = factory.getMapperFacade();
BeanToMapGenerationTestCase.java,MapperFactory factory = MappingUtil.getMapperFactory();,if (MappingUtil != null ) MapperFactory factory = MappingUtil.getMapperFactory();
BeanToMapGenerationTestCase.java,MapperFacade mapper = factory.getMapperFacade();,if (factory != null ) MapperFacade mapper = factory.getMapperFacade();
BeanToMapGenerationTestCase.java,MapperFactory factory = MappingUtil.getMapperFactory();,if (MappingUtil != null ) MapperFactory factory = MappingUtil.getMapperFactory();
BeanToMapGenerationTestCase.java,MapperFacade mapper = factory.getMapperFacade();,if (factory != null ) MapperFacade mapper = factory.getMapperFacade();
BeanToMapGenerationTestCase.java,MapperFactory factory = MappingUtil.getMapperFactory();,if (MappingUtil != null ) MapperFactory factory = MappingUtil.getMapperFactory();
BeanToMapGenerationTestCase.java,MapperFacade mapper = factory.getMapperFacade();,if (factory != null ) MapperFacade mapper = factory.getMapperFacade();
BeanToMapGenerationTestCase.java,MapperFactory factory = MappingUtil.getMapperFactory();,if (MappingUtil != null ) MapperFactory factory = MappingUtil.getMapperFactory();
BeanToMapGenerationTestCase.java,MapperFacade mapper = factory.getMapperFacade();,if (factory != null ) MapperFacade mapper = factory.getMapperFacade();
BeanToMultiOccurrenceTestCase.java,dataTypeFactory = DatatypeFactory.newInstance();,if (DatatypeFactory != null ) dataTypeFactory = DatatypeFactory.newInstance();
BeanToMultiOccurrenceTestCase.java,MapperFactory factory = MappingUtil.getMapperFactory();,if (MappingUtil != null ) MapperFactory factory = MappingUtil.getMapperFactory();
BeanToMultiOccurrenceTestCase.java,MapperFacade mapper = factory.getMapperFacade();,if (factory != null ) MapperFacade mapper = factory.getMapperFacade();
BeanToMultiOccurrenceTestCase.java,MapperFacade mapper = factory.getMapperFacade();,if (factory != null ) MapperFacade mapper = factory.getMapperFacade();
BeanToMultiOccurrenceTestCase.java,MapperFacade mapper = factory.getMapperFacade();,if (factory != null ) MapperFacade mapper = factory.getMapperFacade();
BeanToMultiOccurrenceTestCase.java,MapperFacade mapper = factory.getMapperFacade();,if (factory != null ) MapperFacade mapper = factory.getMapperFacade();
